ENSECAG00000000001      MTPAP
ENSECAG00000000002	RPE
ENSECAG00000001148	TIGD1
ENSECAG00000001149	OR9K2
ENSECAG00000001153	DNAJB7
ENSECAG00000001156	CACNA2D2
ENSECAG00000001158	PDHA1
ENSECAG00000001159	FOXS1
ENSECAG00000001160	OR51I2
ENSECAG00000001163	OR2T33
ENSECAG00000001164	TTC28
ENSECAG00000001165	TMEM79
ENSECAG00000001169	OR7D4
ENSECAG00000001174	TNF
ENSECAG00000001175	REV3L
ENSECAG00000001177	GPER1
ENSECAG00000001178	REV3L
ENSECAG00000001179	OR11H4
ENSECAG00000001180	POLR2L
ENSECAG00000001181	CBX4
ENSECAG00000001184	OR51V1
ENSECAG00000001187	PRCC
ENSECAG00000001189	AGPAT4
ENSECAG00000001190	SLC35E1
ENSECAG00000001192	TOB2
ENSECAG00000001193	VN1R4
ENSECAG00000001194	SOCS6
ENSECAG00000001195	ENST00000625024
ENSECAG00000001196	KLK8
ENSECAG00000001197	TNFRSF19
ENSECAG00000001207	OR10S1
ENSECAG00000001208	C20orf144
ENSECAG00000001210	OR9K2
ENSECAG00000001211	CEP295NL
ENSECAG00000001212	OR5W2
ENSECAG00000001213	ATOH1
ENSECAG00000001214	CCR2
ENSECAG00000001215	C12orf73
ENSECAG00000001216	REV3L
ENSECAG00000001218	EIF3F
ENSECAG00000001219	ENST00000328813
ENSECAG00000001222	MRPL36
ENSECAG00000001223	RTBDN
ENSECAG00000001224	LYNX1
ENSECAG00000001226	ENST00000610605
ENSECAG00000001227	ACKR3
ENSECAG00000001230	CCDC153
ENSECAG00000001231	MAGEB1
ENSECAG00000001232	ACTL10
ENSECAG00000001234	MRPS5
ENSECAG00000001235	TIMM50
ENSECAG00000001238	TIGD1
ENSECAG00000001241	VN1R4
ENSECAG00000001243	BOLA2B
ENSECAG00000001244	OR10H4
ENSECAG00000001246	RPRM
ENSECAG00000001247	MAP1LC3B
ENSECAG00000001248	SERP2
ENSECAG00000001250	OR10G9
ENSECAG00000001252	PCDHB14
ENSECAG00000001253	OR11G2
ENSECAG00000001258	B3GALT6
ENSECAG00000001259	OR5AP2
ENSECAG00000001260	OR51B6
ENSECAG00000001261	MSLN
ENSECAG00000001262	DISC1
ENSECAG00000001263	PANX3
ENSECAG00000001265	TMEM223
ENSECAG00000001267	TMEM45B
ENSECAG00000001268	EXOC3L1
ENSECAG00000001271	ERH
ENSECAG00000001274	VN1R4
ENSECAG00000001276	KCNJ3
ENSECAG00000001278	OR5P3
ENSECAG00000001279	AGTR1
ENSECAG00000001282	CCR3
ENSECAG00000001285	OR9K2
ENSECAG00000001288	COX7B2
ENSECAG00000001290	CABP1
ENSECAG00000001293	OR1E1
ENSECAG00000001294	LDOC1L
ENSECAG00000001299	ZNF623
ENSECAG00000001300	ADAM9
ENSECAG00000001301	EGFLAM
ENSECAG00000001302	OR2Z1
ENSECAG00000001304	C16orf13
ENSECAG00000001308	KBTBD7
ENSECAG00000001312	ENST00000297468
ENSECAG00000001316	ZNF606
ENSECAG00000001317	MYADM
ENSECAG00000001318	UBL3
ENSECAG00000001323	ENST00000625024
ENSECAG00000001324	ISG15
ENSECAG00000001326	FZD1
ENSECAG00000001330	OR5C1
ENSECAG00000001331	CRYBA1
ENSECAG00000001333	RBBP9
ENSECAG00000001334	C3orf14
ENSECAG00000001335	OR8D1
ENSECAG00000001336	AUTS2
ENSECAG00000001340	OR51L1
ENSECAG00000001342	SCAND1
ENSECAG00000001343	OR2B3
ENSECAG00000001347	TERT
ENSECAG00000001357	OR8S1
ENSECAG00000001358	BMS1
ENSECAG00000001359	MAU2
ENSECAG00000001360	AIFM1
ENSECAG00000001362	ENST00000623829
ENSECAG00000001367	DIRAS1
ENSECAG00000001369	OR2D3
ENSECAG00000001371	ZBED2
ENSECAG00000001372	SYN1
ENSECAG00000001373	HSPA12B
ENSECAG00000001383	MKRN3
ENSECAG00000001385	ZBED4
ENSECAG00000001386	TRIM54
ENSECAG00000001388	AP002962.1
ENSECAG00000001389	SMG5
ENSECAG00000001391	ADAT3
ENSECAG00000001393	PPP1CC
ENSECAG00000001394	MPEG1
ENSECAG00000001398	PCDHB16
ENSECAG00000001399	SAMD9
ENSECAG00000001400	SHARPIN
ENSECAG00000001401	LALBA
ENSECAG00000001405	TIGD1
ENSECAG00000001407	CHSY3
ENSECAG00000001408	OR7D4
ENSECAG00000001409	ZNF784
ENSECAG00000001410	KBTBD6
ENSECAG00000001411	FAM83H
ENSECAG00000001414	NARFL
ENSECAG00000001415	ATP8B2
ENSECAG00000001418	B3GNT4
ENSECAG00000001419	OR6F1
ENSECAG00000001422	PCDHB7
ENSECAG00000001424	EFHD1
ENSECAG00000001426	NXF1
ENSECAG00000001432	ARMCX4
ENSECAG00000001434	CCDC54
ENSECAG00000001435	OR51F2
ENSECAG00000001436	ZNF474
ENSECAG00000001437	ENST00000625024
ENSECAG00000001440	LSM7
ENSECAG00000001441	TNK2
ENSECAG00000001442	RHEBL1
ENSECAG00000001443	SCNN1A
ENSECAG00000001444	BRSK1
ENSECAG00000001445	CHD7
ENSECAG00000001446	OR5P2
ENSECAG00000001447	VN1R1
ENSECAG00000001454	RNASE10
ENSECAG00000001455	RPL15
ENSECAG00000001456	DYNC2H1
ENSECAG00000001457	KCND2
ENSECAG00000001462	COMMD5
ENSECAG00000001463	FKBPL
ENSECAG00000001464	KCTD8
ENSECAG00000001466	PLEKHB1
ENSECAG00000001467	TRIM10
ENSECAG00000001468	VBP1
ENSECAG00000001469	HIST1H2BJ
ENSECAG00000001471	HCAR2
ENSECAG00000001472	ZNF91
ENSECAG00000001476	SPINT2
ENSECAG00000001478	OR5I1
ENSECAG00000001481	SAMD9L
ENSECAG00000001488	GPR171
ENSECAG00000001490	OR1F1
ENSECAG00000001491	NDN
ENSECAG00000001492	OR5A1
ENSECAG00000001495	CCDC86
ENSECAG00000001496	ZNF407
ENSECAG00000001499	CCR1
ENSECAG00000001500	HIST1H2AG
ENSECAG00000001502	OR2T6
ENSECAG00000001503	CLDN17
ENSECAG00000001508	OR2W3
ENSECAG00000001509	NKX3-1
ENSECAG00000001513	ARMCX6
ENSECAG00000001514	IFITM3
ENSECAG00000001515	MRPL54
ENSECAG00000001516	HCAR1
ENSECAG00000001521	OR8H1
ENSECAG00000001527	OR9K2
ENSECAG00000001528	MAGEB3
ENSECAG00000001531	VN1R4
ENSECAG00000001532	ZSWIM1
ENSECAG00000001533	TRMT10C
ENSECAG00000001537	OR2G6
ENSECAG00000001538	RNASE9
ENSECAG00000001540	KRTAP24-1
ENSECAG00000001545	TSPAN12
ENSECAG00000001546	EHMT2
ENSECAG00000001547	TNFAIP8L1
ENSECAG00000001548	OR7D4
ENSECAG00000001554	P2RY14
ENSECAG00000001555	MT1E
ENSECAG00000001560	SCO2
ENSECAG00000001567	OR6B3
ENSECAG00000001568	GPD1
ENSECAG00000001569	NXPH1
ENSECAG00000001570	CALCR
ENSECAG00000001573	PCDHB2
ENSECAG00000001574	ENST00000625024
ENSECAG00000001578	OR51Q1
ENSECAG00000001580	SLC35E2
ENSECAG00000001582	CNOT6L
ENSECAG00000001583	ARMC9
ENSECAG00000001584	FAM172A
ENSECAG00000001587	MAP1LC3B2
ENSECAG00000001591	TRMT112
ENSECAG00000001593	OR2G6
ENSECAG00000001596	THYN1
ENSECAG00000001597	LHX1
ENSECAG00000001598	IFI35
ENSECAG00000001599	RPS12
ENSECAG00000001600	OR2J2
ENSECAG00000001603	PEG10
ENSECAG00000001604	OR5AN1
ENSECAG00000001605	OIP5
ENSECAG00000001608	ZNF71
ENSECAG00000001609	STX19
ENSECAG00000001613	AP002962.1
ENSECAG00000001621	GPR15
ENSECAG00000001626	FAM35A
ENSECAG00000001627	EGLN2
ENSECAG00000001633	FZD10
ENSECAG00000001634	C15orf59
ENSECAG00000001639	OR13H1
ENSECAG00000001640	P2RY13
ENSECAG00000001641	KLHDC7B
ENSECAG00000001643	KCNJ11
ENSECAG00000001645	FAM53C
ENSECAG00000001648	ARMCX3
ENSECAG00000001649	WDFY4
ENSECAG00000001650	DPF2
ENSECAG00000001658	OR7D4
ENSECAG00000001660	KIAA1328
ENSECAG00000001661	PFN1
ENSECAG00000001664	OR10D3
ENSECAG00000001665	OR51F2
ENSECAG00000001667	DEPDC7
ENSECAG00000001669	FTH1
ENSECAG00000001674	ZSWIM3
ENSECAG00000001679	OR51I2
ENSECAG00000001686	RNASE11
ENSECAG00000001687	HCRT
ENSECAG00000001688	PCSK6
ENSECAG00000001690	OR6N1
ENSECAG00000001694	OR9K2
ENSECAG00000001698	OR10G9
ENSECAG00000001700	GTPBP4
ENSECAG00000001701	RNASE12
ENSECAG00000001702	OR51F2
ENSECAG00000001708	OR2A5
ENSECAG00000001712	MC4R
ENSECAG00000001713	OR2C3
ENSECAG00000001714	PTGDR2
ENSECAG00000001715	CLEC12B
ENSECAG00000001718	MSRA
ENSECAG00000001719	OR6B1
ENSECAG00000001721	IGKV2-30
ENSECAG00000001722	NSDHL
ENSECAG00000001723	OR13G1
ENSECAG00000001724	GJB2
ENSECAG00000001726	MAP1LC3B2
ENSECAG00000001734	SPATA25
ENSECAG00000001736	OR6S1
ENSECAG00000001740	VMAC
ENSECAG00000001741	NAP1L5
ENSECAG00000001742	OR5P2
ENSECAG00000001746	OR51F2
ENSECAG00000001747	IGKV6D-41
ENSECAG00000001749	TOR1AIP2
ENSECAG00000001750	OR7E24
ENSECAG00000001752	ENST00000357438
ENSECAG00000001754	OR10D3
ENSECAG00000001755	PCDHB1
ENSECAG00000001756	C17orf75
ENSECAG00000001757	CAMLG
ENSECAG00000001758	OPRPN
ENSECAG00000001762	OR2W3
ENSECAG00000001763	PSPN
ENSECAG00000001765	HSPB9
ENSECAG00000001767	ZBTB9
ENSECAG00000001768	OR5K1
ENSECAG00000001770	OR2W1
ENSECAG00000001774	MYD88
ENSECAG00000001775	RAB38
ENSECAG00000001777	DEFB136
ENSECAG00000001781	OR2G6
ENSECAG00000001782	OR9K2
ENSECAG00000001783	BEX5
ENSECAG00000001784	CD14
ENSECAG00000001785	IFNW1
ENSECAG00000001789	OR10G9
ENSECAG00000001791	SHISA3
ENSECAG00000001795	OR5M3
ENSECAG00000001796	IGKV4-1
ENSECAG00000001801	ZC2HC1B
ENSECAG00000001802	CSN3
ENSECAG00000001804	OR2H2
ENSECAG00000001807	ATXN7L3B
ENSECAG00000001809	OR7E24
ENSECAG00000001810	CES1
ENSECAG00000001815	PYURF
ENSECAG00000001819	OR14A16
ENSECAG00000001820	OR2D2
ENSECAG00000001822	C19orf57
ENSECAG00000001825	OR51F1
ENSECAG00000001826	IGKV4-1
ENSECAG00000001829	REV3L
ENSECAG00000001830	TRAPPC5
ENSECAG00000001834	DGKI
ENSECAG00000001836	OR10A7
ENSECAG00000001842	OR2Y1
ENSECAG00000001845	P2RY1
ENSECAG00000001849	HIST2H3A
ENSECAG00000001851	S1PR4
ENSECAG00000001852	AP002962.1
ENSECAG00000001853	CCNH
ENSECAG00000001854	TST
ENSECAG00000001856	JRKL
ENSECAG00000001859	PTP4A1
ENSECAG00000001863	B3GNT5
ENSECAG00000001864	OR5H1
ENSECAG00000001869	PPP1R12C
ENSECAG00000001870	HEG1
ENSECAG00000001871	CYSLTR2
ENSECAG00000001875	OR8B3
ENSECAG00000001877	TIGD1
ENSECAG00000001878	IGKV4-1
ENSECAG00000001880	OR10D3
ENSECAG00000001885	OR5AN1
ENSECAG00000001890	GJA3
ENSECAG00000001891	C16orf95
ENSECAG00000001892	PRPF38B
ENSECAG00000001893	ZNF407
ENSECAG00000001895	OR51F2
ENSECAG00000001897	SUMO2
ENSECAG00000001898	CCDC127
ENSECAG00000001899	CPNE1
ENSECAG00000001900	PHLDA1
ENSECAG00000001902	OTUD6A
ENSECAG00000001903	TMEM60
ENSECAG00000001905	OR8B3
ENSECAG00000001906	OR11G2
ENSECAG00000001908	KRT84
ENSECAG00000001910	GZMB
ENSECAG00000001914	OR2L5
ENSECAG00000001921	OR2Y1
ENSECAG00000001923	ENST00000614252
ENSECAG00000001926	FBXO31
ENSECAG00000001927	DPY19L2
ENSECAG00000001930	OR51I2
ENSECAG00000001935	LRRC14B
ENSECAG00000001940	OR10G7
ENSECAG00000001943	OR51F1
ENSECAG00000001945	OR1F1
ENSECAG00000001947	TMEM217
ENSECAG00000001948	KRTAP2-2
ENSECAG00000001949	MRGPRX1
ENSECAG00000001951	OR2G6
ENSECAG00000001958	TLR6
ENSECAG00000001962	IFITM5
ENSECAG00000001963	TGFB1I1
ENSECAG00000001964	PDHA1
ENSECAG00000001965	VWC2L
ENSECAG00000001969	TMEM217
ENSECAG00000001984	OR2T1
ENSECAG00000001985	APH1B
ENSECAG00000001986	GJB6
ENSECAG00000001987	FAM90A1
ENSECAG00000001988	FAT3
ENSECAG00000001989	SESN2
ENSECAG00000001990	OR51I2
ENSECAG00000001995	OR10A7
ENSECAG00000001996	CDC42EP4
ENSECAG00000001998	CACNA1E
ENSECAG00000001999	GMDS
ENSECAG00000002008	ENST00000356069
ENSECAG00000002016	THUMPD3
ENSECAG00000002017	ATHL1
ENSECAG00000002018	TMEM57
ENSECAG00000002019	OR2Y1
ENSECAG00000002021	ZNF420
ENSECAG00000002023	SOD2
ENSECAG00000002024	TCEAL3
ENSECAG00000002026	OR7D4
ENSECAG00000002027	TPD52L2
ENSECAG00000002028	TIGD1
ENSECAG00000002041	OR51B5
ENSECAG00000002043	C6orf132
ENSECAG00000002048	MOGS
ENSECAG00000002049	URAD
ENSECAG00000002053	OR5M8
ENSECAG00000002057	OOEP
ENSECAG00000002060	OR2B3
ENSECAG00000002061	NEURL2
ENSECAG00000002063	C2orf76
ENSECAG00000002065	OR10G6
ENSECAG00000002070	ENST00000356069
ENSECAG00000002072	TDG
ENSECAG00000002073	KLF17
ENSECAG00000002074	CDCA7L
ENSECAG00000002075	REV3L
ENSECAG00000002077	OR5AN1
ENSECAG00000002082	HIST2H2BF
ENSECAG00000002083	KCTD12
ENSECAG00000002086	PRPS2
ENSECAG00000002087	SAE1
ENSECAG00000002088	ATP5J2
ENSECAG00000002090	SLC16A1
ENSECAG00000002091	QTRT2
ENSECAG00000002100	GSTT1
ENSECAG00000002105	OR5M1
ENSECAG00000002106	NAT8B
ENSECAG00000002107	GJB1
ENSECAG00000002110	TRIM52
ENSECAG00000002111	ITIH4
ENSECAG00000002113	BARD1
ENSECAG00000002115	CDK11B
ENSECAG00000002116	SLC19A1
ENSECAG00000002117	NRXN3
ENSECAG00000002118	OR51M1
ENSECAG00000002125	OR10Q1
ENSECAG00000002127	OR51F2
ENSECAG00000002132	MYOD1
ENSECAG00000002133	GPRIN1
ENSECAG00000002139	RP1-139D8.6
ENSECAG00000002140	OR2G6
ENSECAG00000002142	TRIP6
ENSECAG00000002143	C10orf120
ENSECAG00000002145	NUAK1
ENSECAG00000002149	TIGD1
ENSECAG00000002150	OR8B3
ENSECAG00000002152	ZNF648
ENSECAG00000002156	CFAP157
ENSECAG00000002157	KLHL4
ENSECAG00000002165	CXorf21
ENSECAG00000002167	OR51I1
ENSECAG00000002169	OR1K1
ENSECAG00000002171	FLT3
ENSECAG00000002176	RNF4
ENSECAG00000002183	ENST00000356069
ENSECAG00000002184	RPL21
ENSECAG00000002185	PPP4R3B
ENSECAG00000002186	CD68
ENSECAG00000002187	C1D
ENSECAG00000002188	KCNJ16
ENSECAG00000002189	ADAM29
ENSECAG00000002193	ZNF850
ENSECAG00000002195	OR51J1
ENSECAG00000002196	TCEAL8
ENSECAG00000002197	CYP2F1
ENSECAG00000002199	ABHD4
ENSECAG00000002201	RPL23A
ENSECAG00000002204	GPRASP1
ENSECAG00000002205	TEDDM1
ENSECAG00000002206	SPRY3
ENSECAG00000002207	ENST00000625024
ENSECAG00000002209	NAT8B
ENSECAG00000002211	CD80
ENSECAG00000002212	FOXO1
ENSECAG00000002222	ZBTB6
ENSECAG00000002223	KRT19
ENSECAG00000002226	ZNF630
ENSECAG00000002228	PTCHD4
ENSECAG00000002231	OR51F2
ENSECAG00000002232	BHLHB9
ENSECAG00000002233	SLC44A1
ENSECAG00000002234	KLRG1
ENSECAG00000002236	KCNC1
ENSECAG00000002238	MIS12
ENSECAG00000002246	OR5A1
ENSECAG00000002249	PLEKHG4B
ENSECAG00000002250	SPRY2
ENSECAG00000002251	TLL1
ENSECAG00000002252	OR51Q1
ENSECAG00000002256	KRT18
ENSECAG00000002257	CXorf21
ENSECAG00000002259	OR5M11
ENSECAG00000002260	SPDYE4
ENSECAG00000002261	KRTAP2-2
ENSECAG00000002263	IKBKB
ENSECAG00000002264	ISL1
ENSECAG00000002265	PEX11B
ENSECAG00000002266	CAV2
ENSECAG00000002267	EPG5
ENSECAG00000002274	HIST2H3A
ENSECAG00000002277	OR6B1
ENSECAG00000002278	OR1J2
ENSECAG00000002280	ZFP91
ENSECAG00000002281	INTS4
ENSECAG00000002284	C7orf25
ENSECAG00000002290	FTH1
ENSECAG00000002296	TEDDM1
ENSECAG00000002300	OR51S1
ENSECAG00000002305	IFNA5
ENSECAG00000002306	PHKG2
ENSECAG00000002307	CFAP54
ENSECAG00000002308	RSPO4
ENSECAG00000002312	KRTAP2-2
ENSECAG00000002317	ZNF850
ENSECAG00000002318	OR4D5
ENSECAG00000002323	RHOG
ENSECAG00000002324	ENST00000623829
ENSECAG00000002328	OR2G6
ENSECAG00000002329	OR9K2
ENSECAG00000002331	THEM6
ENSECAG00000002332	RNASE2
ENSECAG00000002337	C19orf25
ENSECAG00000002338	KRT71
ENSECAG00000002346	PRAP1
ENSECAG00000002347	PTCHD4
ENSECAG00000002350	CTSA
ENSECAG00000002353	HIST2H4B
ENSECAG00000002355	OR1J4
ENSECAG00000002357	RPP25L
ENSECAG00000002359	ENST00000309434
ENSECAG00000002361	OR51L1
ENSECAG00000002362	PWWP2B
ENSECAG00000002363	OR8B3
ENSECAG00000002364	OR51T1
ENSECAG00000002368	RPS15A
ENSECAG00000002369	OR1A1
ENSECAG00000002370	GPR141
ENSECAG00000002374	RNASE7
ENSECAG00000002376	CHRNG
ENSECAG00000002378	CHCHD4
ENSECAG00000002379	RFX7
ENSECAG00000002380	RAB35
ENSECAG00000002382	OR4D9
ENSECAG00000002384	OR6B1
ENSECAG00000002386	ZNF256
ENSECAG00000002387	TLR1
ENSECAG00000002389	GLDC
ENSECAG00000002390	BEX1
ENSECAG00000002391	TIGD1
ENSECAG00000002392	MFAP3L
ENSECAG00000002394	GK2
ENSECAG00000002395	OR2V1
ENSECAG00000002399	OR2B11
ENSECAG00000002400	MKL2
ENSECAG00000002401	NUP210L
ENSECAG00000002405	OR6B1
ENSECAG00000002408	ZNF329
ENSECAG00000002410	DCAF16
ENSECAG00000002411	TCF15
ENSECAG00000002412	BRI3
ENSECAG00000002413	FCRL1
ENSECAG00000002414	SGTB
ENSECAG00000002415	RLBP1
ENSECAG00000002417	LRRTM3
ENSECAG00000002419	AP002962.1
ENSECAG00000002421	OR51A7
ENSECAG00000002425	MFAP3L
ENSECAG00000002428	FBXO28
ENSECAG00000002430	PRKAG3
ENSECAG00000002434	C15orf62
ENSECAG00000002436	AP002962.1
ENSECAG00000002437	NFIL3
ENSECAG00000002438	SIRPB2
ENSECAG00000002443	KRTAP2-2
ENSECAG00000002445	RPL21
ENSECAG00000002446	FGFBP1
ENSECAG00000002447	OR1J4
ENSECAG00000002448	OR51A7
ENSECAG00000002449	TRAV9-2
ENSECAG00000002451	OR7E24
ENSECAG00000002452	CCDC121
ENSECAG00000002454	MAGEB10
ENSECAG00000002455	ZSCAN22
ENSECAG00000002456	RMI1
ENSECAG00000002457	OR7E24
ENSECAG00000002458	ANKRD34A
ENSECAG00000002459	OR2Z1
ENSECAG00000002460	CD164
ENSECAG00000002462	BMP2K
ENSECAG00000002463	OR51I1
ENSECAG00000002466	OR1J1
ENSECAG00000002472	NHSL2
ENSECAG00000002478	PRPS1
ENSECAG00000002479	CRLF2
ENSECAG00000002482	PQLC1
ENSECAG00000002484	OR5M10
ENSECAG00000002485	TRIM60
ENSECAG00000002486	FOXI2
ENSECAG00000002487	OR1A1
ENSECAG00000002490	RNF144B
ENSECAG00000002491	WTIP
ENSECAG00000002493	OLFM4
ENSECAG00000002496	ZFP3
ENSECAG00000002499	MAGEB16
ENSECAG00000002500	OR1J2
ENSECAG00000002502	TBR1
ENSECAG00000002505	OR5A1
ENSECAG00000002506	NKX3-2
ENSECAG00000002508	DENND2D
ENSECAG00000002509	PRSS46
ENSECAG00000002512	OR5AU1
ENSECAG00000002513	ERCC6L
ENSECAG00000002514	KRTAP1-3
ENSECAG00000002515	OR5AP2
ENSECAG00000002518	FERD3L
ENSECAG00000002519	POU3F4
ENSECAG00000002520	SLC45A4
ENSECAG00000002521	CNP
ENSECAG00000002522	RAB15
ENSECAG00000002523	SOWAHB
ENSECAG00000002524	OR7E24
ENSECAG00000002531	MRPL50
ENSECAG00000002537	GJA8
ENSECAG00000002538	TAC1
ENSECAG00000002539	OR7E24
ENSECAG00000002540	IGHV4-59
ENSECAG00000002541	ANP32A
ENSECAG00000002542	KRT81
ENSECAG00000002544	PCBP1
ENSECAG00000002545	HIST2H4B
ENSECAG00000002548	RNF182
ENSECAG00000002550	SHARPIN
ENSECAG00000002551	ENST00000615371
ENSECAG00000002552	OR10G3
ENSECAG00000002554	MAPK7
ENSECAG00000002556	ZNF770
ENSECAG00000002559	OR2W1
ENSECAG00000002561	OR6B1
ENSECAG00000002562	TMEM246
ENSECAG00000002564	GP1BA
ENSECAG00000002565	OR8D4
ENSECAG00000002566	KRTAP3-1
ENSECAG00000002568	MALRD1
ENSECAG00000002569	FLRT3
ENSECAG00000002570	HS3ST1
ENSECAG00000002571	FTH1
ENSECAG00000002572	OR1E1
ENSECAG00000002574	OR1L1
ENSECAG00000002575	URGCP
ENSECAG00000002579	MATN2
ENSECAG00000002580	MXD4
ENSECAG00000002581	ENST00000422132
ENSECAG00000002586	GJD3
ENSECAG00000002592	RPSA
ENSECAG00000002594	MAGEB18
ENSECAG00000002595	PRSS57
ENSECAG00000002597	SLC25A21
ENSECAG00000002600	OR10G2
ENSECAG00000002601	RASSF9
ENSECAG00000002602	OR1A1
ENSECAG00000002603	OR7E24
ENSECAG00000002606	ZNF518B
ENSECAG00000002607	TCEAL9
ENSECAG00000002610	MRO
ENSECAG00000002611	ETFA
ENSECAG00000002612	SYN2
ENSECAG00000002613	ENST00000378657
ENSECAG00000002616	LRRC3C
ENSECAG00000002619	GREM1
ENSECAG00000002620	PABPC1L2A
ENSECAG00000002621	OTUB1
ENSECAG00000002622	TRIM60
ENSECAG00000002623	NHLRC1
ENSECAG00000002624	OR2W1
ENSECAG00000002626	GPR12
ENSECAG00000002629	OR7D4
ENSECAG00000002630	SLC22A16
ENSECAG00000002632	MRFAP1L1
ENSECAG00000002635	ZADH2
ENSECAG00000002638	OR2AJ1
ENSECAG00000002640	TIGD1
ENSECAG00000002645	CRYGS
ENSECAG00000002649	MRFAP1
ENSECAG00000002650	TIGD1
ENSECAG00000002652	NAT1
ENSECAG00000002654	OR51G2
ENSECAG00000002656	HIST1H2BK
ENSECAG00000002658	PRR15L
ENSECAG00000002661	VSIG10
ENSECAG00000002662	OR10G2
ENSECAG00000002666	OR1L6
ENSECAG00000002668	RHOB
ENSECAG00000002671	TIGD1
ENSECAG00000002672	C1QL4
ENSECAG00000002674	ST8SIA6
ENSECAG00000002675	ZGRF1
ENSECAG00000002676	SMARCA5
ENSECAG00000002679	OR5V1
ENSECAG00000002680	XIRP2
ENSECAG00000002681	SLITRK1
ENSECAG00000002683	OR5M10
ENSECAG00000002687	RPL5
ENSECAG00000002688	OR3A2
ENSECAG00000002690	OR51I2
ENSECAG00000002691	RSBN1L
ENSECAG00000002692	OTOF
ENSECAG00000002693	CYP2A6
ENSECAG00000002695	BIRC5
ENSECAG00000002697	FAM47E
ENSECAG00000002699	REV3L
ENSECAG00000002700	TCEAL1
ENSECAG00000002701	UHRF1BP1L
ENSECAG00000002702	GALNT4
ENSECAG00000002703	KCND2
ENSECAG00000002706	MAGEE2
ENSECAG00000002707	HOXB3
ENSECAG00000002709	CHRM5
ENSECAG00000002710	ASPRV1
ENSECAG00000002711	TOPORS
ENSECAG00000002714	TUBA1C
ENSECAG00000002715	NTAN1
ENSECAG00000002716	KDM7A
ENSECAG00000002719	DYNLRB1
ENSECAG00000002721	OR7A10
ENSECAG00000002723	FTH1
ENSECAG00000002724	MSGN1
ENSECAG00000002727	OR51I2
ENSECAG00000002729	OR10A7
ENSECAG00000002730	OR2T33
ENSECAG00000002732	MORF4L2
ENSECAG00000002734	SLC35B1
ENSECAG00000002736	OR2W1
ENSECAG00000002738	CITED4
ENSECAG00000002739	URGCP
ENSECAG00000002744	DNAJC22
ENSECAG00000002745	MARCH8
ENSECAG00000002746	BRAF
ENSECAG00000002747	HDGF
ENSECAG00000002749	TKTL2
ENSECAG00000002752	OR4E2
ENSECAG00000002755	B3GALT1
ENSECAG00000002756	AAK1
ENSECAG00000002757	OR13F1
ENSECAG00000002758	ACTR1B
ENSECAG00000002759	MTRF1L
ENSECAG00000002760	RNF133
ENSECAG00000002761	OR2W1
ENSECAG00000002762	PRDX1
ENSECAG00000002764	ENST00000616593
ENSECAG00000002769	TEDDM1
ENSECAG00000002770	OR4F6
ENSECAG00000002772	HOXB9
ENSECAG00000002775	OR7D4
ENSECAG00000002778	TIGD1
ENSECAG00000002779	HIST2H2AB
ENSECAG00000002780	OR5V1
ENSECAG00000002781	RPS17
ENSECAG00000002782	CSRNP3
ENSECAG00000002783	VEZT
ENSECAG00000002784	ENST00000319445
ENSECAG00000002789	HIST1H2AH
ENSECAG00000002790	OR7D4
ENSECAG00000002792	OR52D1
ENSECAG00000002795	IL1RAPL1
ENSECAG00000002796	GABRR1
ENSECAG00000002797	ZNF420
ENSECAG00000002798	KIFAP3
ENSECAG00000002800	OR1J2
ENSECAG00000002803	OR2AG2
ENSECAG00000002805	ENST00000623829
ENSECAG00000002808	KRTAP26-1
ENSECAG00000002810	L1CAM
ENSECAG00000002811	OR51A7
ENSECAG00000002814	TOB1
ENSECAG00000002816	PIAS2
ENSECAG00000002817	OR52D1
ENSECAG00000002819	RNF148
ENSECAG00000002822	FTL
ENSECAG00000002823	LIN7A
ENSECAG00000002824	TIGD1
ENSECAG00000002827	MAGEB1
ENSECAG00000002830	STRN4
ENSECAG00000002833	DVL2
ENSECAG00000002836	RPL35A
ENSECAG00000002839	OR7D4
ENSECAG00000002841	TIGD1
ENSECAG00000002842	KIF2B
ENSECAG00000002843	HIST1H2BA
ENSECAG00000002845	YME1L1
ENSECAG00000002846	OR1N2
ENSECAG00000002847	KNOP1
ENSECAG00000002849	SP8
ENSECAG00000002853	TIGD1
ENSECAG00000002854	OR13C3
ENSECAG00000002855	FCGRT
ENSECAG00000002856	USP39
ENSECAG00000002857	CISD1
ENSECAG00000002859	OR4D9
ENSECAG00000002861	OR4F21
ENSECAG00000002862	OR2V1
ENSECAG00000002863	REV3L
ENSECAG00000002864	OR10D3
ENSECAG00000002866	UGCG
ENSECAG00000002867	F2RL1
ENSECAG00000002868	HSD17B3
ENSECAG00000002871	ZBTB34
ENSECAG00000002874	LRRN1
ENSECAG00000002877	AP002962.1
ENSECAG00000002882	REV3L
ENSECAG00000002886	REV3L
ENSECAG00000002887	HIST1H1A
ENSECAG00000002889	BAZ1B
ENSECAG00000002890	EMC8
ENSECAG00000002892	TIMELESS
ENSECAG00000002893	LRRC30
ENSECAG00000002894	SPATA45
ENSECAG00000002896	MYCN
ENSECAG00000002900	OR2B11
ENSECAG00000002901	OR51L1
ENSECAG00000002903	MRPL32
ENSECAG00000002904	POLR1D
ENSECAG00000002905	HDAC11
ENSECAG00000002911	KCTD11
