ENSECAG00000000002	ENST00000359429
ENSECAG00000000824	ENST00000456743
ENSECAG00000000825	ENST00000388837
ENSECAG00000000826	ENST00000377818
ENSECAG00000000827	ENST00000313965
ENSECAG00000000828	ENST00000409579
ENSECAG00000000830	ENST00000322107
ENSECAG00000000832	ENST00000323110
ENSECAG00000000834	ENST00000324052
ENSECAG00000000834	ENST00000324052
ENSECAG00000000835	ENST00000361970
ENSECAG00000000836	ENST00000328850
ENSECAG00000000836	ENST00000328850
ENSECAG00000000836	ENST00000328850
ENSECAG00000000837	ENST00000406884
ENSECAG00000000838	ENST00000357366
ENSECAG00000000840	ENST00000295440
ENSECAG00000000841	ENST00000456772
ENSECAG00000000842	ENST00000423932
ENSECAG00000000843	ENST00000394835
ENSECAG00000000844	ENST00000535043
ENSECAG00000000846	ENST00000354597
ENSECAG00000000847	ENST00000395347
ENSECAG00000000848	ENST00000359682
ENSECAG00000000851	ENST00000415355
ENSECAG00000000852	ENST00000237247
ENSECAG00000000852	ENST00000371037
ENSECAG00000000852	ENST00000371037
ENSECAG00000000854	ENST00000244096
ENSECAG00000000855	ENST00000231524
ENSECAG00000000857	ENST00000303927
ENSECAG00000000858	ENST00000331342
ENSECAG00000000859	ENST00000332499
ENSECAG00000000860	ENST00000286301
ENSECAG00000000861	ENST00000262570
ENSECAG00000000862	ENST00000293937
ENSECAG00000000863	ENST00000310613
ENSECAG00000000864	ENST00000299320
ENSECAG00000000866	ENST00000277526
ENSECAG00000000867	ENST00000429029
ENSECAG00000000869	ENST00000519239
ENSECAG00000000870	ENST00000307767
ENSECAG00000000871	ENST00000371321
ENSECAG00000000872	ENST00000528443
ENSECAG00000000873	ENST00000333104
ENSECAG00000000874	ENST00000368121
ENSECAG00000000875	ENST00000320241
ENSECAG00000000876	ENST00000317834
ENSECAG00000000877	ENST00000465506
ENSECAG00000000878	ENST00000623963
ENSECAG00000000879	ENST00000347776
ENSECAG00000000880	ENST00000611218
ENSECAG00000000882	ENST00000312253
ENSECAG00000000883	ENST00000265271
ENSECAG00000000886	ENST00000530443
ENSECAG00000000887	ENST00000390645
ENSECAG00000000889	ENST00000456172
ENSECAG00000000890	ENST00000361760
ENSECAG00000000891	ENST00000253339
ENSECAG00000000893	ENST00000161559
ENSECAG00000000895	ENST00000314103
ENSECAG00000000896	ENST00000342456
ENSECAG00000000897	ENST00000263087
ENSECAG00000000897	ENST00000263087
ENSECAG00000000898	ENST00000377793
ENSECAG00000000900	ENST00000555147
ENSECAG00000000901	ENST00000471849
ENSECAG00000000902	ENST00000354685
ENSECAG00000000903	ENST00000265080
ENSECAG00000000904	ENST00000328942
ENSECAG00000000905	ENST00000408957
ENSECAG00000000906	ENST00000413136
ENSECAG00000000907	ENST00000326639
ENSECAG00000000909	ENST00000262210
ENSECAG00000000910	ENST00000408968
ENSECAG00000000911	ENST00000312614
ENSECAG00000000913	ENST00000532317
ENSECAG00000000915	ENST00000405633
ENSECAG00000000916	ENST00000416165
ENSECAG00000000918	ENST00000318247
ENSECAG00000000921	ENST00000328942
ENSECAG00000000922	ENST00000359872
ENSECAG00000000924	ENST00000356504
ENSECAG00000000925	ENST00000569035
ENSECAG00000000928	ENST00000450052
ENSECAG00000000929	ENST00000244096
ENSECAG00000000930	ENST00000354597
ENSECAG00000000931	ENST00000392806
ENSECAG00000000932	ENST00000040584
ENSECAG00000000933	ENST00000373116
ENSECAG00000000934	ENST00000304743
ENSECAG00000000935	ENST00000552782
ENSECAG00000000937	ENST00000307388
ENSECAG00000000938	ENST00000261637
ENSECAG00000000939	ENST00000561421
ENSECAG00000000940	ENST00000616623
ENSECAG00000000941	ENST00000331733
ENSECAG00000000942	ENST00000272928
ENSECAG00000000943	ENST00000340607
ENSECAG00000000944	ENST00000244096
ENSECAG00000000945	ENST00000333976
ENSECAG00000000946	ENST00000412676
ENSECAG00000000949	ENST00000551809
ENSECAG00000000950	ENST00000623963
ENSECAG00000000951	ENST00000360835
ENSECAG00000000951	ENST00000360835
ENSECAG00000000951	ENST00000360835
ENSECAG00000000952	ENST00000543870
ENSECAG00000000953	ENST00000219070
ENSECAG00000000954	ENST00000368680
ENSECAG00000000955	ENST00000328942
ENSECAG00000000957	ENST00000357605
ENSECAG00000000958	ENST00000341493
ENSECAG00000000960	ENST00000439251
ENSECAG00000000961	ENST00000402971
ENSECAG00000000962	ENST00000301204
ENSECAG00000000963	ENST00000565914
ENSECAG00000000964	ENST00000375078
ENSECAG00000000965	ENST00000359933
ENSECAG00000000966	ENST00000508239
ENSECAG00000000967	ENST00000426845
ENSECAG00000000968	ENST00000399808
ENSECAG00000000969	ENST00000311170
ENSECAG00000000970	ENST00000630502
ENSECAG00000000971	ENST00000263688
ENSECAG00000000972	ENST00000378402
ENSECAG00000000972	ENST00000378402
ENSECAG00000000972	ENST00000378402
ENSECAG00000000972	ENST00000378402
ENSECAG00000000973	ENST00000379164
ENSECAG00000000974	ENST00000368474
ENSECAG00000000975	ENST00000408957
ENSECAG00000000976	ENST00000380229
ENSECAG00000000977	ENST00000613039
ENSECAG00000000980	ENST00000396952
ENSECAG00000018808	ENST00000220616
ENSECAG00000018808	ENST00000220616
ENSECAG00000018808	ENST00000519178
ENSECAG00000024191	ENST00000438773
ENSECAG00000024191	ENST00000389328
ENSECAG00000001625	ENST00000343459
ENSECAG00000001625	ENST00000343459
ENSECAG00000026864	ENST00000518476
ENSECAG00000000984	ENST00000368248
ENSECAG00000000985	ENST00000617347
ENSECAG00000000987	ENST00000619426
ENSECAG00000000988	ENST00000369352
ENSECAG00000000989	ENST00000321252
ENSECAG00000000991	ENST00000593810
ENSECAG00000000993	ENST00000275216
ENSECAG00000000996	ENST00000408957
ENSECAG00000000998	ENST00000322608
ENSECAG00000000999	ENST00000348462
ENSECAG00000001002	ENST00000242994
ENSECAG00000001003	ENST00000397802
ENSECAG00000001004	ENST00000381894
ENSECAG00000001005	ENST00000397344
ENSECAG00000001007	ENST00000319423
ENSECAG00000001009	ENST00000333973
ENSECAG00000001010	ENST00000504762
ENSECAG00000001011	ENST00000311170
ENSECAG00000001012	ENST00000426713
ENSECAG00000001013	ENST00000539642
ENSECAG00000001014	ENST00000285238
ENSECAG00000001015	ENST00000552782
ENSECAG00000001018	ENST00000342665
ENSECAG00000001019	ENST00000354597
ENSECAG00000001020	ENST00000338569
ENSECAG00000001021	ENST00000320033
ENSECAG00000001022	ENST00000273610
ENSECAG00000001023	ENST00000390243
ENSECAG00000001024	ENST00000307388
ENSECAG00000001025	ENST00000361328
ENSECAG00000001027	ENST00000623829
ENSECAG00000001031	ENST00000334815
ENSECAG00000001032	ENST00000623963
ENSECAG00000001033	ENST00000377961
ENSECAG00000001034	ENST00000268876
ENSECAG00000001035	ENST00000500893
ENSECAG00000001037	ENST00000545241
ENSECAG00000001039	ENST00000409157
ENSECAG00000001041	ENST00000305850
ENSECAG00000001042	ENST00000427869
ENSECAG00000001042	ENST00000427869
ENSECAG00000001043	ENST00000300291
ENSECAG00000001045	ENST00000311170
ENSECAG00000001046	ENST00000320065
ENSECAG00000001048	ENST00000331523
ENSECAG00000001049	ENST00000339355
ENSECAG00000001050	ENST00000337685
ENSECAG00000001051	ENST00000305377
ENSECAG00000001054	ENST00000373684
ENSECAG00000001057	ENST00000366329
ENSECAG00000001058	ENST00000397528
ENSECAG00000001059	ENST00000328942
ENSECAG00000001063	ENST00000253381
ENSECAG00000001064	ENST00000355710
ENSECAG00000001065	ENST00000375859
ENSECAG00000001066	ENST00000618655
ENSECAG00000001068	ENST00000432792
ENSECAG00000001069	ENST00000400882
ENSECAG00000001070	ENST00000622637
ENSECAG00000001072	ENST00000395678
ENSECAG00000001073	ENST00000403665
ENSECAG00000001074	ENST00000263174
ENSECAG00000001075	ENST00000333449
ENSECAG00000001076	ENST00000455584
ENSECAG00000001077	ENST00000311170
ENSECAG00000001079	ENST00000282146
ENSECAG00000001080	ENST00000424479
ENSECAG00000001081	ENST00000571312
ENSECAG00000001082	ENST00000510471
ENSECAG00000001083	ENST00000408957
ENSECAG00000001084	ENST00000619481
ENSECAG00000001085	ENST00000311170
ENSECAG00000001086	ENST00000369982
ENSECAG00000001087	ENST00000296099
ENSECAG00000001088	ENST00000394288
ENSECAG00000001090	ENST00000332438
ENSECAG00000001091	ENST00000619481
ENSECAG00000001094	ENST00000408922
ENSECAG00000001096	ENST00000633682
ENSECAG00000001097	ENST00000341493
ENSECAG00000001098	ENST00000334186
ENSECAG00000001100	ENST00000409990
ENSECAG00000001101	ENST00000436639
ENSECAG00000001106	ENST00000325250
ENSECAG00000001109	ENST00000326092
ENSECAG00000001110	ENST00000330899
ENSECAG00000001111	ENST00000333383
ENSECAG00000001113	ENST00000322013
ENSECAG00000001114	ENST00000445132
ENSECAG00000001116	ENST00000408957
ENSECAG00000001117	ENST00000259241
ENSECAG00000001118	ENST00000617752
ENSECAG00000001119	ENST00000361428
ENSECAG00000001121	ENST00000623963
ENSECAG00000001126	ENST00000317834
ENSECAG00000001128	ENST00000361209
ENSECAG00000001129	ENST00000216117
ENSECAG00000001130	ENST00000338382
ENSECAG00000001131	ENST00000544369
ENSECAG00000001133	ENST00000625920
ENSECAG00000001136	ENST00000610521
ENSECAG00000001137	ENST00000378404
ENSECAG00000001138	ENST00000494292
ENSECAG00000001139	ENST00000339258
ENSECAG00000001140	ENST00000585259
ENSECAG00000001141	ENST00000619206
ENSECAG00000001142	ENST00000377899
ENSECAG00000001145	ENST00000396424
ENSECAG00000001146	ENST00000357366
ENSECAG00000001147	ENST00000320002
ENSECAG00000001148	ENST00000408957
ENSECAG00000001149	ENST00000305377
ENSECAG00000001153	ENST00000307221
ENSECAG00000026829	ENST00000256433
ENSECAG00000016047	ENST00000297770
ENSECAG00000016047	ENST00000297770
ENSECAG00000000236	ENST00000519030
ENSECAG00000000236	ENST00000220849
ENSECAG00000001156	ENST00000360963
ENSECAG00000001158	ENST00000422285
ENSECAG00000001159	ENST00000375978
ENSECAG00000001160	ENST00000341449
ENSECAG00000001163	ENST00000318021
ENSECAG00000001164	ENST00000612946
ENSECAG00000001165	ENST00000405535
ENSECAG00000001169	ENST00000308682
ENSECAG00000001174	ENST00000383496
ENSECAG00000001175	ENST00000619481
ENSECAG00000001177	ENST00000397092
ENSECAG00000001178	ENST00000619481
ENSECAG00000001179	ENST00000315409
ENSECAG00000001180	ENST00000322028
ENSECAG00000001181	ENST00000269397
ENSECAG00000001184	ENST00000321255
ENSECAG00000001187	ENST00000271526
ENSECAG00000001189	ENST00000320285
ENSECAG00000001190	ENST00000421082
ENSECAG00000001192	ENST00000327492
ENSECAG00000001193	ENST00000311170
ENSECAG00000001194	ENST00000582322
ENSECAG00000001195	ENST00000625024
ENSECAG00000001196	ENST00000600767
ENSECAG00000001197	ENST00000382258
ENSECAG00000001205	ENST00000618825
ENSECAG00000001205	ENST00000618825
ENSECAG00000001205	ENST00000618825
ENSECAG00000001205	ENST00000620070
ENSECAG00000001207	ENST00000531945
ENSECAG00000001208	ENST00000375222
ENSECAG00000001210	ENST00000305377
ENSECAG00000001211	ENST00000619342
ENSECAG00000001212	ENST00000344514
ENSECAG00000001213	ENST00000306011
ENSECAG00000001214	ENST00000445132
ENSECAG00000001215	ENST00000547945
ENSECAG00000001216	ENST00000619481
ENSECAG00000001218	ENST00000628056
ENSECAG00000001219	ENST00000328813
ENSECAG00000001222	ENST00000382647
ENSECAG00000001223	ENST00000322912
ENSECAG00000001224	ENST00000615007
ENSECAG00000001226	ENST00000610605
ENSECAG00000001227	ENST00000272928
ENSECAG00000001230	ENST00000415318
ENSECAG00000001231	ENST00000397550
ENSECAG00000001232	ENST00000330271
ENSECAG00000001234	ENST00000272418
ENSECAG00000001235	ENST00000544017
ENSECAG00000001238	ENST00000408957
ENSECAG00000001241	ENST00000311170
ENSECAG00000001243	ENST00000305321
ENSECAG00000001244	ENST00000322107
ENSECAG00000001246	ENST00000325926
ENSECAG00000001247	ENST00000268607
ENSECAG00000001248	ENST00000493476
ENSECAG00000026894	ENST00000320477
ENSECAG00000001250	ENST00000375024
ENSECAG00000001252	ENST00000239449
ENSECAG00000001253	ENST00000357366
ENSECAG00000001258	ENST00000379198
ENSECAG00000001259	ENST00000302981
ENSECAG00000001260	ENST00000380219
ENSECAG00000001261	ENST00000566549
ENSECAG00000001262	ENST00000366636
ENSECAG00000001263	ENST00000284288
ENSECAG00000001265	ENST00000307366
ENSECAG00000001267	ENST00000524567
ENSECAG00000001268	ENST00000314586
ENSECAG00000001271	ENST00000557016
ENSECAG00000001274	ENST00000311170
ENSECAG00000001276	ENST00000295101
ENSECAG00000001278	ENST00000630502
ENSECAG00000001279	ENST00000418473
ENSECAG00000001282	ENST00000395942
ENSECAG00000001285	ENST00000305377
ENSECAG00000001288	ENST00000355591
ENSECAG00000001290	ENST00000288616
ENSECAG00000001293	ENST00000322608
ENSECAG00000001294	ENST00000341255
ENSECAG00000001299	ENST00000501748
ENSECAG00000001300	ENST00000481873
ENSECAG00000001301	ENST00000336740
ENSECAG00000001302	ENST00000324060
ENSECAG00000001304	ENST00000301686
ENSECAG00000001308	ENST00000379483
ENSECAG00000001312	ENST00000297468
ENSECAG00000001316	ENST00000341164
ENSECAG00000001317	ENST00000391771
ENSECAG00000001318	ENST00000380680
ENSECAG00000001323	ENST00000625024
ENSECAG00000001324	ENST00000379389
ENSECAG00000001326	ENST00000287934
ENSECAG00000001330	ENST00000373680
ENSECAG00000001331	ENST00000225387
ENSECAG00000001333	ENST00000337227
ENSECAG00000001334	ENST00000542214
ENSECAG00000001335	ENST00000357821
ENSECAG00000001336	ENST00000403018
ENSECAG00000001340	ENST00000321543
ENSECAG00000001342	ENST00000615116
ENSECAG00000001343	ENST00000456140
ENSECAG00000001347	ENST00000310581
ENSECAG00000007607	ENST00000618938
ENSECAG00000007607	ENST00000615556
ENSECAG00000007607	ENST00000618938
ENSECAG00000001357	ENST00000310194
ENSECAG00000001358	ENST00000374518
ENSECAG00000001359	ENST00000262815
ENSECAG00000001360	ENST00000287295
ENSECAG00000001362	ENST00000623829
ENSECAG00000001367	ENST00000585334
ENSECAG00000001369	ENST00000317834
ENSECAG00000001371	ENST00000317012
ENSECAG00000001372	ENST00000340666
ENSECAG00000001373	ENST00000254963
ENSECAG00000001374	ENST00000374987
ENSECAG00000001374	ENST00000374987
ENSECAG00000001383	ENST00000314520
ENSECAG00000001385	ENST00000216268
ENSECAG00000001386	ENST00000380075
ENSECAG00000001388	ENST00000623963
ENSECAG00000001389	ENST00000361813
ENSECAG00000001391	ENST00000329478
ENSECAG00000001393	ENST00000340766
ENSECAG00000001394	ENST00000361050
ENSECAG00000001398	ENST00000609684
ENSECAG00000001399	ENST00000620985
ENSECAG00000001400	ENST00000398712
ENSECAG00000001401	ENST00000301046
ENSECAG00000001405	ENST00000408957
ENSECAG00000001407	ENST00000305031
ENSECAG00000001408	ENST00000308682
ENSECAG00000001409	ENST00000325351
ENSECAG00000001410	ENST00000379485
ENSECAG00000001411	ENST00000395103
ENSECAG00000001414	ENST00000251588
ENSECAG00000001415	ENST00000368489
ENSECAG00000001418	ENST00000324189
ENSECAG00000001419	ENST00000302084
ENSECAG00000001422	ENST00000231137
ENSECAG00000001424	ENST00000264059
ENSECAG00000001426	ENST00000294172
ENSECAG00000001432	ENST00000423738
ENSECAG00000001434	ENST00000261058
ENSECAG00000001435	ENST00000322110
ENSECAG00000001436	ENST00000296600
ENSECAG00000001437	ENST00000625024
ENSECAG00000001440	ENST00000252622
ENSECAG00000001441	ENST00000381916
ENSECAG00000001442	ENST00000301068
ENSECAG00000001443	ENST00000228916
ENSECAG00000001444	ENST00000590333
ENSECAG00000001445	ENST00000423902
ENSECAG00000001446	ENST00000625920
ENSECAG00000001447	ENST00000321039
ENSECAG00000001454	ENST00000328444
ENSECAG00000001455	ENST00000611050
ENSECAG00000001456	ENST00000398093
ENSECAG00000001457	ENST00000331113
ENSECAG00000001462	ENST00000543949
ENSECAG00000001463	ENST00000425378
ENSECAG00000001464	ENST00000360029
ENSECAG00000001466	ENST00000354190
ENSECAG00000001467	ENST00000431258
ENSECAG00000001468	ENST00000286428
ENSECAG00000001469	ENST00000339812
ENSECAG00000001471	ENST00000328880
ENSECAG00000001472	ENST00000300619
ENSECAG00000001476	ENST00000301244
ENSECAG00000001478	ENST00000301532
ENSECAG00000001481	ENST00000437805
ENSECAG00000001488	ENST00000617554
ENSECAG00000001490	ENST00000304646
ENSECAG00000001491	ENST00000331837
ENSECAG00000001492	ENST00000302030
ENSECAG00000001495	ENST00000227520
ENSECAG00000001496	ENST00000299687
ENSECAG00000001499	ENST00000296140
ENSECAG00000001500	ENST00000359193
ENSECAG00000001502	ENST00000355728
ENSECAG00000001503	ENST00000286808
ENSECAG00000001508	ENST00000360358
ENSECAG00000001509	ENST00000523261
ENSECAG00000001513	ENST00000539247
ENSECAG00000001514	ENST00000399808
ENSECAG00000001515	ENST00000330133
ENSECAG00000001516	ENST00000432564
ENSECAG00000001521	ENST00000313022
ENSECAG00000001527	ENST00000305377
ENSECAG00000001528	ENST00000620842
ENSECAG00000001531	ENST00000311170
ENSECAG00000001532	ENST00000372520
ENSECAG00000001533	ENST00000309922
ENSECAG00000001537	ENST00000343414
ENSECAG00000001538	ENST00000611135
ENSECAG00000001540	ENST00000340345
ENSECAG00000001545	ENST00000415871
ENSECAG00000001546	ENST00000446303
ENSECAG00000001547	ENST00000536716
ENSECAG00000001548	ENST00000308682
ENSECAG00000001554	ENST00000424796
ENSECAG00000001555	ENST00000306061
ENSECAG00000001560	ENST00000535425
ENSECAG00000001567	ENST00000319423
ENSECAG00000001568	ENST00000301149
ENSECAG00000001569	ENST00000602349
ENSECAG00000001570	ENST00000426151
ENSECAG00000001573	ENST00000194155
ENSECAG00000001574	ENST00000625024
ENSECAG00000001578	ENST00000300778
ENSECAG00000001580	ENST00000246421
ENSECAG00000001581	ENST00000373151
ENSECAG00000001581	ENST00000373151
ENSECAG00000001582	ENST00000504123
ENSECAG00000001583	ENST00000614261
ENSECAG00000001584	ENST00000509739
ENSECAG00000001587	ENST00000556529
ENSECAG00000001591	ENST00000544844
ENSECAG00000001593	ENST00000343414
ENSECAG00000001596	ENST00000392594
ENSECAG00000001597	ENST00000620305
ENSECAG00000001598	ENST00000415816
ENSECAG00000001599	ENST00000230050
ENSECAG00000001600	ENST00000377167
ENSECAG00000001603	ENST00000488574
ENSECAG00000001604	ENST00000313940
ENSECAG00000001605	ENST00000220514
ENSECAG00000001608	ENST00000328070
ENSECAG00000001609	ENST00000315099
ENSECAG00000001612	ENST00000591589
ENSECAG00000001612	ENST00000591589
ENSECAG00000001613	ENST00000623963
ENSECAG00000001621	ENST00000284311
ENSECAG00000007050	ENST00000254442
ENSECAG00000007050	ENST00000254442
ENSECAG00000007050	ENST00000615645
ENSECAG00000001626	ENST00000298786
ENSECAG00000001627	ENST00000594140
ENSECAG00000001633	ENST00000229030
ENSECAG00000001634	ENST00000379822
ENSECAG00000001639	ENST00000338616
ENSECAG00000001640	ENST00000325602
ENSECAG00000001641	ENST00000395676
ENSECAG00000001643	ENST00000339994
ENSECAG00000001645	ENST00000239906
ENSECAG00000001648	ENST00000537169
ENSECAG00000001649	ENST00000325239
ENSECAG00000001650	ENST00000528416
ENSECAG00000001651	ENST00000269445
ENSECAG00000001651	ENST00000269445
ENSECAG00000001652	ENST00000264107
ENSECAG00000001652	ENST00000442250
ENSECAG00000001653	ENST00000320574
ENSECAG00000001653	ENST00000320574
ENSECAG00000001658	ENST00000308682
ENSECAG00000001660	ENST00000586501
ENSECAG00000001661	ENST00000225655
ENSECAG00000001664	ENST00000318666
ENSECAG00000001665	ENST00000322110
ENSECAG00000001667	ENST00000241051
ENSECAG00000001669	ENST00000620041
ENSECAG00000001674	ENST00000255152
ENSECAG00000001679	ENST00000341449
ENSECAG00000001686	ENST00000620912
ENSECAG00000001687	ENST00000293330
ENSECAG00000001688	ENST00000611716
ENSECAG00000001690	ENST00000335094
ENSECAG00000001694	ENST00000305377
ENSECAG00000015182	ENST00000319481
ENSECAG00000015182	ENST00000319481
ENSECAG00000001698	ENST00000375024
ENSECAG00000001700	ENST00000360803
ENSECAG00000001701	ENST00000556526
ENSECAG00000001702	ENST00000322110
ENSECAG00000001708	ENST00000408906
ENSECAG00000001712	ENST00000299766
ENSECAG00000001713	ENST00000617752
ENSECAG00000001714	ENST00000332539
ENSECAG00000001715	ENST00000338896
ENSECAG00000001718	ENST00000441698
ENSECAG00000001719	ENST00000408922
ENSECAG00000001721	ENST00000632910
ENSECAG00000001722	ENST00000440023
ENSECAG00000001723	ENST00000359688
ENSECAG00000001724	ENST00000382844
ENSECAG00000001726	ENST00000556529
ENSECAG00000001734	ENST00000372519
ENSECAG00000001736	ENST00000320704
ENSECAG00000001740	ENST00000339485
