ENSECAT00000000009	ENST00000359429
ENSECAT00000000652	ENST00000456743
ENSECAT00000000740	ENST00000388837
ENSECAT00000000655	ENST00000377818
ENSECAT00000000653	ENST00000313965
ENSECAT00000000702	ENST00000409579
ENSECAT00000000816	ENST00000322107
ENSECAT00000003738	ENST00000323110
ENSECAT00000001702	ENST00000324052
ENSECAT00000001915	ENST00000324052
ENSECAT00000000700	ENST00000361970
ENSECAT00000002688	ENST00000328850
ENSECAT00000002952	ENST00000328850
ENSECAT00000003005	ENST00000328850
ENSECAT00000000656	ENST00000406884
ENSECAT00000000694	ENST00000357366
ENSECAT00000000660	ENST00000295440
ENSECAT00000000765	ENST00000456772
ENSECAT00000000661	ENST00000423932
ENSECAT00000000683	ENST00000394835
ENSECAT00000000665	ENST00000535043
ENSECAT00000000705	ENST00000354597
ENSECAT00000000977	ENST00000395347
ENSECAT00000000685	ENST00000359682
ENSECAT00000000720	ENST00000415355
ENSECAT00000005160	ENST00000237247
ENSECAT00000005174	ENST00000371037
ENSECAT00000005196	ENST00000371037
ENSECAT00000000684	ENST00000244096
ENSECAT00000001411	ENST00000231524
ENSECAT00000000682	ENST00000303927
ENSECAT00000000681	ENST00000331342
ENSECAT00000000691	ENST00000332499
ENSECAT00000003682	ENST00000286301
ENSECAT00000000729	ENST00000262570
ENSECAT00000000719	ENST00000293937
ENSECAT00000002919	ENST00000310613
ENSECAT00000000787	ENST00000299320
ENSECAT00000000859	ENST00000277526
ENSECAT00000000698	ENST00000429029
ENSECAT00000000976	ENST00000519239
ENSECAT00000000855	ENST00000307767
ENSECAT00000002042	ENST00000371321
ENSECAT00000001105	ENST00000528443
ENSECAT00000000711	ENST00000333104
ENSECAT00000000703	ENST00000368121
ENSECAT00000000693	ENST00000320241
ENSECAT00000000737	ENST00000317834
ENSECAT00000000730	ENST00000465506
ENSECAT00000000728	ENST00000623963
ENSECAT00000002373	ENST00000347776
ENSECAT00000000708	ENST00000611218
ENSECAT00000000822	ENST00000312253
ENSECAT00000001501	ENST00000265271
ENSECAT00000000722	ENST00000530443
ENSECAT00000000748	ENST00000390645
ENSECAT00000000724	ENST00000456172
ENSECAT00000000735	ENST00000361760
ENSECAT00000001135	ENST00000253339
ENSECAT00000001706	ENST00000161559
ENSECAT00000001756	ENST00000314103
ENSECAT00000004191	ENST00000342456
ENSECAT00000004112	ENST00000263087
ENSECAT00000004425	ENST00000263087
ENSECAT00000001114	ENST00000377793
ENSECAT00000000742	ENST00000555147
ENSECAT00000000747	ENST00000471849
ENSECAT00000000867	ENST00000354685
ENSECAT00000003813	ENST00000265080
ENSECAT00000000725	ENST00000328942
ENSECAT00000000723	ENST00000408957
ENSECAT00000002831	ENST00000413136
ENSECAT00000000876	ENST00000326639
ENSECAT00000002218	ENST00000262210
ENSECAT00000000769	ENST00000408968
ENSECAT00000000738	ENST00000312614
ENSECAT00000000794	ENST00000532317
ENSECAT00000000784	ENST00000405633
ENSECAT00000000891	ENST00000416165
ENSECAT00000002295	ENST00000318247
ENSECAT00000000743	ENST00000328942
ENSECAT00000001152	ENST00000359872
ENSECAT00000002539	ENST00000356504
ENSECAT00000001353	ENST00000569035
ENSECAT00000000772	ENST00000450052
ENSECAT00000000754	ENST00000244096
ENSECAT00000000757	ENST00000354597
ENSECAT00000000756	ENST00000392806
ENSECAT00000000759	ENST00000040584
ENSECAT00000001203	ENST00000373116
ENSECAT00000004272	ENST00000304743
ENSECAT00000000785	ENST00000552782
ENSECAT00000000763	ENST00000307388
ENSECAT00000000761	ENST00000261637
ENSECAT00000002563	ENST00000561421
ENSECAT00000002968	ENST00000616623
ENSECAT00000000773	ENST00000331733
ENSECAT00000000766	ENST00000272928
ENSECAT00000001327	ENST00000340607
ENSECAT00000000768	ENST00000244096
ENSECAT00000000764	ENST00000333976
ENSECAT00000000808	ENST00000412676
ENSECAT00000000795	ENST00000551809
ENSECAT00000000946	ENST00000623963
ENSECAT00000003951	ENST00000360835
ENSECAT00000004610	ENST00000360835
ENSECAT00000004636	ENST00000360835
ENSECAT00000000776	ENST00000543870
ENSECAT00000004278	ENST00000219070
ENSECAT00000001052	ENST00000368680
ENSECAT00000000829	ENST00000328942
ENSECAT00000000789	ENST00000357605
ENSECAT00000000806	ENST00000341493
ENSECAT00000000793	ENST00000439251
ENSECAT00000000801	ENST00000402971
ENSECAT00000001280	ENST00000301204
ENSECAT00000000830	ENST00000565914
ENSECAT00000000788	ENST00000375078
ENSECAT00000004013	ENST00000359933
ENSECAT00000000825	ENST00000508239
ENSECAT00000000873	ENST00000426845
ENSECAT00000001296	ENST00000399808
ENSECAT00000000812	ENST00000311170
ENSECAT00000000841	ENST00000630502
ENSECAT00000002158	ENST00000263688
ENSECAT00000004637	ENST00000378402
ENSECAT00000004727	ENST00000378402
ENSECAT00000004748	ENST00000378402
ENSECAT00000004824	ENST00000378402
ENSECAT00000000918	ENST00000379164
ENSECAT00000002639	ENST00000368474
ENSECAT00000000802	ENST00000408957
ENSECAT00000000839	ENST00000380229
ENSECAT00000001281	ENST00000613039
ENSECAT00000000908	ENST00000396952
ENSECAT00000019911	ENST00000220616
ENSECAT00000029025	ENST00000220616
ENSECAT00000022364	ENST00000519178
ENSECAT00000025994	ENST00000438773
ENSECAT00000029108	ENST00000389328
ENSECAT00000028981	ENST00000343459
ENSECAT00000001443	ENST00000343459
ENSECAT00000029057	ENST00000518476
ENSECAT00000001082	ENST00000368248
ENSECAT00000000871	ENST00000617347
ENSECAT00000001435	ENST00000619426
ENSECAT00000000880	ENST00000369352
ENSECAT00000000809	ENST00000321252
ENSECAT00000000811	ENST00000593810
ENSECAT00000000848	ENST00000275216
ENSECAT00000000819	ENST00000408957
ENSECAT00000000901	ENST00000322608
ENSECAT00000000938	ENST00000348462
ENSECAT00000000840	ENST00000242994
ENSECAT00000000926	ENST00000397802
ENSECAT00000000810	ENST00000381894
ENSECAT00000001247	ENST00000397344
ENSECAT00000000986	ENST00000319423
ENSECAT00000000894	ENST00000333973
ENSECAT00000000824	ENST00000504762
ENSECAT00000000844	ENST00000311170
ENSECAT00000000826	ENST00000426713
ENSECAT00000001594	ENST00000539642
ENSECAT00000005618	ENST00000285238
ENSECAT00000000878	ENST00000552782
ENSECAT00000000834	ENST00000342665
ENSECAT00000001006	ENST00000354597
ENSECAT00000000875	ENST00000338569
ENSECAT00000000833	ENST00000320033
ENSECAT00000000843	ENST00000273610
ENSECAT00000000890	ENST00000390243
ENSECAT00000000853	ENST00000307388
ENSECAT00000000836	ENST00000361328
ENSECAT00000000933	ENST00000623829
ENSECAT00000000849	ENST00000334815
ENSECAT00000000911	ENST00000623963
ENSECAT00000002088	ENST00000377961
ENSECAT00000004301	ENST00000268876
ENSECAT00000000852	ENST00000500893
ENSECAT00000001035	ENST00000545241
ENSECAT00000001104	ENST00000409157
ENSECAT00000001902	ENST00000305850
ENSECAT00000002735	ENST00000427869
ENSECAT00000002929	ENST00000427869
ENSECAT00000001696	ENST00000300291
ENSECAT00000000869	ENST00000311170
ENSECAT00000000903	ENST00000320065
ENSECAT00000000981	ENST00000331523
ENSECAT00000000868	ENST00000339355
ENSECAT00000000874	ENST00000337685
ENSECAT00000000942	ENST00000305377
ENSECAT00000000924	ENST00000373684
ENSECAT00000000887	ENST00000366329
ENSECAT00000001184	ENST00000397528
ENSECAT00000000877	ENST00000328942
ENSECAT00000000883	ENST00000253381
ENSECAT00000004122	ENST00000355710
ENSECAT00000000886	ENST00000375859
ENSECAT00000000919	ENST00000618655
ENSECAT00000000896	ENST00000432792
ENSECAT00000000902	ENST00000400882
ENSECAT00000001109	ENST00000622637
ENSECAT00000001454	ENST00000395678
ENSECAT00000002348	ENST00000403665
ENSECAT00000001448	ENST00000263174
ENSECAT00000001043	ENST00000333449
ENSECAT00000002592	ENST00000455584
ENSECAT00000000936	ENST00000311170
ENSECAT00000000961	ENST00000282146
ENSECAT00000001709	ENST00000424479
ENSECAT00000003236	ENST00000571312
ENSECAT00000000979	ENST00000510471
ENSECAT00000000897	ENST00000408957
ENSECAT00000000899	ENST00000619481
ENSECAT00000000922	ENST00000311170
ENSECAT00000000917	ENST00000369982
ENSECAT00000000909	ENST00000296099
ENSECAT00000001421	ENST00000394288
ENSECAT00000001045	ENST00000332438
ENSECAT00000000905	ENST00000619481
ENSECAT00000001055	ENST00000408922
ENSECAT00000000907	ENST00000633682
ENSECAT00000001004	ENST00000341493
ENSECAT00000004206	ENST00000334186
ENSECAT00000002034	ENST00000409990
ENSECAT00000002613	ENST00000436639
ENSECAT00000000925	ENST00000325250
ENSECAT00000001015	ENST00000326092
ENSECAT00000001012	ENST00000330899
ENSECAT00000000929	ENST00000333383
ENSECAT00000000953	ENST00000322013
ENSECAT00000001003	ENST00000445132
ENSECAT00000000920	ENST00000408957
ENSECAT00000000923	ENST00000259241
ENSECAT00000001036	ENST00000617752
ENSECAT00000001161	ENST00000361428
ENSECAT00000001219	ENST00000623963
ENSECAT00000001083	ENST00000317834
ENSECAT00000004950	ENST00000361209
ENSECAT00000001574	ENST00000216117
ENSECAT00000005193	ENST00000338382
ENSECAT00000000967	ENST00000544369
ENSECAT00000000964	ENST00000625920
ENSECAT00000001107	ENST00000610521
ENSECAT00000001050	ENST00000378404
ENSECAT00000000948	ENST00000494292
ENSECAT00000001255	ENST00000339258
ENSECAT00000000951	ENST00000585259
ENSECAT00000003247	ENST00000619206
ENSECAT00000002741	ENST00000377899
ENSECAT00000000982	ENST00000396424
ENSECAT00000001040	ENST00000357366
ENSECAT00000001093	ENST00000320002
ENSECAT00000000962	ENST00000408957
ENSECAT00000001002	ENST00000305377
ENSECAT00000000983	ENST00000307221
ENSECAT00000029017	ENST00000256433
ENSECAT00000028885	ENST00000297770
ENSECAT00000016815	ENST00000297770
ENSECAT00000000231	ENST00000519030
ENSECAT00000029122	ENST00000220849
ENSECAT00000004641	ENST00000360963
ENSECAT00000000966	ENST00000422285
ENSECAT00000000963	ENST00000375978
ENSECAT00000001122	ENST00000341449
ENSECAT00000001181	ENST00000318021
ENSECAT00000001948	ENST00000612946
ENSECAT00000001162	ENST00000405535
ENSECAT00000001057	ENST00000308682
ENSECAT00000002048	ENST00000383496
ENSECAT00000000998	ENST00000619481
ENSECAT00000001020	ENST00000397092
ENSECAT00000000987	ENST00000619481
ENSECAT00000001060	ENST00000315409
ENSECAT00000000995	ENST00000322028
ENSECAT00000000996	ENST00000269397
ENSECAT00000001016	ENST00000321255
ENSECAT00000002052	ENST00000271526
ENSECAT00000002691	ENST00000320285
ENSECAT00000001007	ENST00000421082
ENSECAT00000001090	ENST00000327492
ENSECAT00000001027	ENST00000311170
ENSECAT00000001123	ENST00000582322
ENSECAT00000001025	ENST00000625024
ENSECAT00000001352	ENST00000600767
ENSECAT00000001869	ENST00000382258
ENSECAT00000003582	ENST00000618825
ENSECAT00000003669	ENST00000618825
ENSECAT00000003708	ENST00000618825
ENSECAT00000003789	ENST00000620070
ENSECAT00000001031	ENST00000531945
ENSECAT00000001022	ENST00000375222
ENSECAT00000001073	ENST00000305377
ENSECAT00000001030	ENST00000619342
ENSECAT00000001126	ENST00000344514
ENSECAT00000001037	ENST00000306011
ENSECAT00000001067	ENST00000445132
ENSECAT00000001044	ENST00000547945
ENSECAT00000001029	ENST00000619481
ENSECAT00000001158	ENST00000628056
ENSECAT00000001049	ENST00000328813
ENSECAT00000001034	ENST00000382647
ENSECAT00000001265	ENST00000322912
ENSECAT00000001041	ENST00000615007
ENSECAT00000001051	ENST00000610605
ENSECAT00000001059	ENST00000272928
ENSECAT00000001242	ENST00000415318
ENSECAT00000001063	ENST00000397550
ENSECAT00000001056	ENST00000330271
ENSECAT00000002319	ENST00000272418
ENSECAT00000002710	ENST00000544017
ENSECAT00000001062	ENST00000408957
ENSECAT00000001065	ENST00000311170
ENSECAT00000001088	ENST00000305321
ENSECAT00000001079	ENST00000322107
ENSECAT00000001066	ENST00000325926
ENSECAT00000001185	ENST00000268607
ENSECAT00000001069	ENST00000493476
ENSECAT00000029164	ENST00000320477
ENSECAT00000001450	ENST00000375024
ENSECAT00000001099	ENST00000239449
ENSECAT00000001149	ENST00000357366
ENSECAT00000001078	ENST00000379198
ENSECAT00000001113	ENST00000302981
ENSECAT00000001256	ENST00000380219
ENSECAT00000001191	ENST00000566549
ENSECAT00000001857	ENST00000366636
ENSECAT00000001542	ENST00000284288
ENSECAT00000001202	ENST00000307366
ENSECAT00000001148	ENST00000524567
ENSECAT00000002744	ENST00000314586
ENSECAT00000001230	ENST00000557016
ENSECAT00000001095	ENST00000311170
ENSECAT00000001094	ENST00000295101
ENSECAT00000001091	ENST00000630502
ENSECAT00000001225	ENST00000418473
ENSECAT00000001286	ENST00000395942
ENSECAT00000001312	ENST00000305377
ENSECAT00000001097	ENST00000355591
ENSECAT00000001656	ENST00000288616
ENSECAT00000001295	ENST00000322608
ENSECAT00000001124	ENST00000341255
ENSECAT00000001167	ENST00000501748
ENSECAT00000001150	ENST00000481873
ENSECAT00000001120	ENST00000336740
ENSECAT00000001502	ENST00000324060
ENSECAT00000001993	ENST00000301686
ENSECAT00000001170	ENST00000379483
ENSECAT00000001205	ENST00000297468
ENSECAT00000001373	ENST00000341164
ENSECAT00000001194	ENST00000391771
ENSECAT00000001214	ENST00000380680
ENSECAT00000001223	ENST00000625024
ENSECAT00000001183	ENST00000379389
ENSECAT00000001151	ENST00000287934
ENSECAT00000001581	ENST00000373680
ENSECAT00000002415	ENST00000225387
ENSECAT00000001814	ENST00000337227
ENSECAT00000001213	ENST00000542214
ENSECAT00000001267	ENST00000357821
ENSECAT00000001153	ENST00000403018
ENSECAT00000001229	ENST00000321543
ENSECAT00000001237	ENST00000615116
ENSECAT00000001278	ENST00000456140
ENSECAT00000001711	ENST00000310581
ENSECAT00000005424	ENST00000618938
ENSECAT00000029094	ENST00000615556
ENSECAT00000007634	ENST00000618938
ENSECAT00000001178	ENST00000310194
ENSECAT00000004160	ENST00000374518
ENSECAT00000002374	ENST00000262815
ENSECAT00000003999	ENST00000287295
ENSECAT00000001533	ENST00000623829
ENSECAT00000001189	ENST00000585334
ENSECAT00000001186	ENST00000317834
ENSECAT00000001188	ENST00000317012
ENSECAT00000003083	ENST00000340666
ENSECAT00000002660	ENST00000254963
ENSECAT00000001199	ENST00000374987
ENSECAT00000001250	ENST00000374987
ENSECAT00000001195	ENST00000314520
ENSECAT00000001216	ENST00000216268
ENSECAT00000002185	ENST00000380075
ENSECAT00000001335	ENST00000623963
ENSECAT00000003910	ENST00000361813
ENSECAT00000001226	ENST00000329478
ENSECAT00000001208	ENST00000340766
ENSECAT00000001236	ENST00000361050
ENSECAT00000001211	ENST00000609684
ENSECAT00000001207	ENST00000620985
ENSECAT00000001684	ENST00000398712
ENSECAT00000002494	ENST00000301046
ENSECAT00000001220	ENST00000408957
ENSECAT00000001227	ENST00000305031
ENSECAT00000001263	ENST00000308682
ENSECAT00000001233	ENST00000325351
ENSECAT00000001282	ENST00000379485
ENSECAT00000001246	ENST00000395103
ENSECAT00000002526	ENST00000251588
ENSECAT00000006353	ENST00000368489
ENSECAT00000001266	ENST00000324189
ENSECAT00000001510	ENST00000302084
ENSECAT00000001301	ENST00000231137
ENSECAT00000001241	ENST00000264059
ENSECAT00000005159	ENST00000294172
ENSECAT00000001257	ENST00000423738
ENSECAT00000001262	ENST00000261058
ENSECAT00000001445	ENST00000322110
ENSECAT00000001283	ENST00000296600
ENSECAT00000001363	ENST00000625024
ENSECAT00000001261	ENST00000252622
ENSECAT00000001677	ENST00000381916
ENSECAT00000002589	ENST00000301068
ENSECAT00000004255	ENST00000228916
ENSECAT00000003084	ENST00000590333
ENSECAT00000003445	ENST00000423902
ENSECAT00000001272	ENST00000625920
ENSECAT00000001315	ENST00000321039
ENSECAT00000001324	ENST00000328444
ENSECAT00000001402	ENST00000611050
ENSECAT00000001490	ENST00000398093
ENSECAT00000001326	ENST00000331113
ENSECAT00000001401	ENST00000543949
ENSECAT00000001275	ENST00000425378
ENSECAT00000001273	ENST00000360029
ENSECAT00000002065	ENST00000354190
ENSECAT00000003440	ENST00000431258
ENSECAT00000002112	ENST00000286428
ENSECAT00000001290	ENST00000339812
ENSECAT00000001302	ENST00000328880
ENSECAT00000001304	ENST00000300619
ENSECAT00000001317	ENST00000301244
ENSECAT00000001306	ENST00000301532
ENSECAT00000001358	ENST00000437805
ENSECAT00000001305	ENST00000617554
ENSECAT00000001414	ENST00000304646
ENSECAT00000001364	ENST00000331837
ENSECAT00000001349	ENST00000302030
ENSECAT00000001504	ENST00000227520
ENSECAT00000001376	ENST00000299687
ENSECAT00000001849	ENST00000296140
ENSECAT00000001469	ENST00000359193
ENSECAT00000001314	ENST00000355728
ENSECAT00000001330	ENST00000286808
ENSECAT00000001332	ENST00000360358
ENSECAT00000001320	ENST00000523261
ENSECAT00000001318	ENST00000539247
ENSECAT00000001749	ENST00000399808
ENSECAT00000001333	ENST00000330133
ENSECAT00000001350	ENST00000432564
ENSECAT00000001545	ENST00000313022
ENSECAT00000001488	ENST00000305377
ENSECAT00000001351	ENST00000620842
ENSECAT00000001360	ENST00000311170
ENSECAT00000001375	ENST00000372520
ENSECAT00000001377	ENST00000309922
ENSECAT00000001387	ENST00000343414
ENSECAT00000001471	ENST00000611135
ENSECAT00000001365	ENST00000340345
ENSECAT00000002388	ENST00000415871
ENSECAT00000005385	ENST00000446303
ENSECAT00000001535	ENST00000536716
ENSECAT00000001383	ENST00000308682
ENSECAT00000001397	ENST00000424796
ENSECAT00000001640	ENST00000306061
ENSECAT00000001399	ENST00000535425
ENSECAT00000001422	ENST00000319423
ENSECAT00000001556	ENST00000301149
ENSECAT00000001372	ENST00000602349
ENSECAT00000003360	ENST00000426151
ENSECAT00000001429	ENST00000194155
ENSECAT00000001523	ENST00000625024
ENSECAT00000001475	ENST00000300778
ENSECAT00000001557	ENST00000246421
ENSECAT00000002798	ENST00000373151
ENSECAT00000002882	ENST00000373151
ENSECAT00000003130	ENST00000504123
ENSECAT00000003652	ENST00000614261
ENSECAT00000001409	ENST00000509739
ENSECAT00000001407	ENST00000556529
ENSECAT00000001486	ENST00000544844
ENSECAT00000001573	ENST00000343414
ENSECAT00000002020	ENST00000392594
ENSECAT00000002196	ENST00000620305
ENSECAT00000001791	ENST00000415816
ENSECAT00000002428	ENST00000230050
ENSECAT00000001442	ENST00000377167
ENSECAT00000001423	ENST00000488574
ENSECAT00000001479	ENST00000313940
ENSECAT00000001441	ENST00000220514
ENSECAT00000001426	ENST00000328070
ENSECAT00000001420	ENST00000315099
ENSECAT00000002242	ENST00000591589
ENSECAT00000002572	ENST00000591589
ENSECAT00000001851	ENST00000623963
ENSECAT00000001548	ENST00000284311
ENSECAT00000028963	ENST00000254442
ENSECAT00000007500	ENST00000254442
ENSECAT00000011391	ENST00000615645
ENSECAT00000002010	ENST00000298786
ENSECAT00000001571	ENST00000594140
ENSECAT00000001607	ENST00000229030
ENSECAT00000001480	ENST00000379822
ENSECAT00000001596	ENST00000338616
ENSECAT00000001537	ENST00000325602
ENSECAT00000001457	ENST00000395676
ENSECAT00000001541	ENST00000339994
ENSECAT00000001697	ENST00000239906
ENSECAT00000001525	ENST00000537169
ENSECAT00000003528	ENST00000325239
ENSECAT00000003581	ENST00000528416
ENSECAT00000003473	ENST00000269445
ENSECAT00000003572	ENST00000269445
ENSECAT00000006140	ENST00000264107
ENSECAT00000006237	ENST00000442250
ENSECAT00000006446	ENST00000320574
ENSECAT00000006622	ENST00000320574
ENSECAT00000001483	ENST00000308682
ENSECAT00000001465	ENST00000586501
ENSECAT00000001577	ENST00000225655
ENSECAT00000001484	ENST00000318666
ENSECAT00000001491	ENST00000322110
ENSECAT00000002686	ENST00000241051
ENSECAT00000001644	ENST00000620041
ENSECAT00000001514	ENST00000255152
ENSECAT00000001728	ENST00000341449
ENSECAT00000001499	ENST00000620912
ENSECAT00000001495	ENST00000293330
ENSECAT00000004651	ENST00000611716
ENSECAT00000002346	ENST00000335094
ENSECAT00000001515	ENST00000305377
ENSECAT00000028913	ENST00000319481
ENSECAT00000016069	ENST00000319481
ENSECAT00000001540	ENST00000375024
ENSECAT00000004209	ENST00000360803
ENSECAT00000001522	ENST00000556526
ENSECAT00000001528	ENST00000322110
ENSECAT00000001694	ENST00000408906
ENSECAT00000001527	ENST00000299766
ENSECAT00000001550	ENST00000617752
ENSECAT00000001543	ENST00000332539
ENSECAT00000001695	ENST00000338896
ENSECAT00000001539	ENST00000441698
ENSECAT00000002136	ENST00000408922
ENSECAT00000001532	ENST00000632910
ENSECAT00000002465	ENST00000440023
ENSECAT00000001530	ENST00000359688
ENSECAT00000001538	ENST00000382844
ENSECAT00000001629	ENST00000556529
ENSECAT00000001682	ENST00000372519
ENSECAT00000002132	ENST00000320704
ENSECAT00000001563	ENST00000339485
