ENSECAG00000000002	ENSG00000197713
ENSECAG00000000779	ENSG00000166634
ENSECAG00000000780	ENSG00000136636
ENSECAG00000000781	ENSG00000160117
ENSECAG00000000782	ENSG00000122566
ENSECAG00000000783	ENSG00000198842
ENSECAG00000000784	ENSG00000104413
ENSECAG00000000785	ENSG00000242852
ENSECAG00000000787	ENSG00000145536
ENSECAG00000000788	ENSG00000166959
ENSECAG00000000789	ENSG00000175137
ENSECAG00000000790	ENSG00000189377
ENSECAG00000000791	ENSG00000158856
ENSECAG00000000792	ENSG00000007392
ENSECAG00000000794	ENSG00000170571
ENSECAG00000000795	ENSG00000147576
ENSECAG00000000796	ENSG00000147400
ENSECAG00000000797	ENSG00000100242
ENSECAG00000000798	ENSG00000221866
ENSECAG00000000799	ENSG00000167646
ENSECAG00000000800	ENSG00000153936
ENSECAG00000000803	ENSG00000176219
ENSECAG00000000805	ENSG00000155011
ENSECAG00000000806	ENSG00000100154
ENSECAG00000000808	ENSG00000152760
ENSECAG00000000809	ENSG00000172053
ENSECAG00000000811	ENSG00000132286
ENSECAG00000000813	ENSG00000183873
ENSECAG00000000813	ENSG00000183873
ENSECAG00000000815	ENSG00000185974
ENSECAG00000000816	ENSG00000133805
ENSECAG00000000817	ENSG00000205531
ENSECAG00000000820	ENSG00000176219
ENSECAG00000005026	ENSG00000187672
ENSECAG00000005026	ENSG00000187672
ENSECAG00000000822	ENSG00000175485
ENSECAG00000000823	ENSG00000125703
ENSECAG00000000824	ENSG00000228198
ENSECAG00000000825	ENSG00000111057
ENSECAG00000000826	ENSG00000204899
ENSECAG00000000827	ENSG00000177673
ENSECAG00000000828	ENSG00000144218
ENSECAG00000000830	ENSG00000176231
ENSECAG00000000832	ENSG00000179142
ENSECAG00000000834	ENSG00000174720
ENSECAG00000000834	ENSG00000174720
ENSECAG00000000835	ENSG00000198865
ENSECAG00000000836	ENSG00000182511
ENSECAG00000000836	ENSG00000182511
ENSECAG00000000836	ENSG00000182511
ENSECAG00000000837	ENSG00000186153
ENSECAG00000000838	ENSG00000196832
ENSECAG00000000840	ENSG00000163273
ENSECAG00000000841	ENSG00000236251
ENSECAG00000000842	ENSG00000196184
ENSECAG00000000843	ENSG00000176927
ENSECAG00000000844	ENSG00000011677
ENSECAG00000000846	ENSG00000196661
ENSECAG00000000847	ENSG00000165449
ENSECAG00000000848	ENSG00000198601
ENSECAG00000000851	ENSG00000100453
ENSECAG00000000852	ENSG00000118473
ENSECAG00000000852	ENSG00000118473
ENSECAG00000000852	ENSG00000118473
ENSECAG00000000854	ENSG00000124260
ENSECAG00000000855	ENSG00000113595
ENSECAG00000000857	ENSG00000170955
ENSECAG00000000858	ENSG00000182600
ENSECAG00000000859	ENSG00000186834
ENSECAG00000000860	ENSG00000182578
ENSECAG00000000861	ENSG00000106554
ENSECAG00000000862	ENSG00000276333
ENSECAG00000000863	ENSG00000173597
ENSECAG00000000864	ENSG00000166246
ENSECAG00000000866	ENSG00000148386
ENSECAG00000000867	ENSG00000105993
ENSECAG00000000869	ENSG00000037241
ENSECAG00000000870	ENSG00000171928
ENSECAG00000000871	ENSG00000165841
ENSECAG00000000872	ENSG00000143337
ENSECAG00000000873	ENSG00000185247
ENSECAG00000000874	ENSG00000213088
ENSECAG00000000875	ENSG00000176678
ENSECAG00000000876	ENSG00000178358
ENSECAG00000000877	ENSG00000090266
ENSECAG00000000878	ENSG00000279906
ENSECAG00000000879	ENSG00000102547
ENSECAG00000000880	ENSG00000167523
ENSECAG00000000882	ENST00000312253
ENSECAG00000000883	ENSG00000091009
ENSECAG00000000886	ENSG00000232268
ENSECAG00000000887	ENSG00000188042
ENSECAG00000000889	ENSG00000181315
ENSECAG00000000890	ENST00000361760
ENSECAG00000000891	ENSG00000131023
ENSECAG00000000893	ENSG00000079385
ENSECAG00000000895	ENSG00000159259
ENSECAG00000000896	ENSG00000006534
ENSECAG00000000897	ENSG00000083457
ENSECAG00000000897	ENSG00000083457
ENSECAG00000000898	ENSG00000110583
ENSECAG00000000900	ENSG00000258839
ENSECAG00000000901	ENSG00000169641
ENSECAG00000000902	ENSG00000179532
ENSECAG00000000903	ENSG00000113319
ENSECAG00000000904	ENSG00000182070
ENSECAG00000000905	ENSG00000221944
ENSECAG00000000906	ENSG00000224841
ENSECAG00000000907	ENSG00000138709
ENSECAG00000000909	ENSG00000104218
ENSECAG00000000910	ENSG00000185885
ENSECAG00000000911	ENSG00000226288
ENSECAG00000000913	ENSG00000073921
ENSECAG00000000915	ENSG00000166961
ENSECAG00000000916	ENSG00000140320
ENSECAG00000000918	ENSG00000143365
ENSECAG00000000921	ENSG00000182070
ENSECAG00000000922	ENSG00000108684
ENSECAG00000000924	ENSG00000151834
ENSECAG00000000925	ENSG00000140398
ENSECAG00000000928	ENSG00000232268
ENSECAG00000000929	ENSG00000124260
ENSECAG00000000930	ENSG00000196661
ENSECAG00000000931	ENSG00000183160
ENSECAG00000000932	ENSG00000037965
ENSECAG00000000933	ENSG00000116898
ENSECAG00000000934	ENSG00000100731
ENSECAG00000000935	ENSG00000220550
ENSECAG00000000937	ENSG00000171944
ENSECAG00000000938	ENSG00000120800
ENSECAG00000000939	ENSG00000103876
ENSECAG00000000940	ENSG00000121671
ENSECAG00000000941	ENSG00000214447
ENSECAG00000000942	ENSG00000144476
ENSECAG00000000943	ENSG00000148344
ENSECAG00000000944	ENSG00000124260
ENSECAG00000000945	ENSG00000186119
ENSECAG00000000946	ENSG00000174600
ENSECAG00000000949	ENSG00000139572
ENSECAG00000000950	ENSG00000279906
ENSECAG00000000951	ENSG00000159307
ENSECAG00000000951	ENSG00000159307
ENSECAG00000000951	ENSG00000159307
ENSECAG00000000952	ENSG00000187942
ENSECAG00000000953	ENSG00000087245
ENSECAG00000000954	ENSG00000169418
ENSECAG00000000955	ENSG00000182070
ENSECAG00000000957	ENSG00000197428
ENSECAG00000000958	ENSG00000197849
ENSECAG00000000960	ENSG00000198883
ENSECAG00000000961	ENSG00000182083
ENSECAG00000000962	ENSG00000167619
ENSECAG00000000963	ENSG00000103121
ENSECAG00000000964	ENSG00000162545
ENSECAG00000000965	ENSG00000066739
ENSECAG00000000966	ENSG00000187695
ENSECAG00000000967	ENSG00000230279
ENSECAG00000000968	ENSG00000142089
ENSECAG00000000969	ENSG00000228567
ENSECAG00000000970	ENSG00000280808
ENSECAG00000000971	ENSG00000094975
ENSECAG00000000972	ENSG00000205038
ENSECAG00000000972	ENSG00000205038
ENSECAG00000000972	ENSG00000205038
ENSECAG00000000972	ENSG00000205038
ENSECAG00000000973	ENSG00000168843
ENSECAG00000000974	ENSG00000160710
ENSECAG00000000975	ENSG00000221944
ENSECAG00000000976	ENSG00000177047
ENSECAG00000000977	ENSG00000171643
ENSECAG00000000980	ENSG00000180785
ENSECAG00000018808	ENSG00000042832
ENSECAG00000018808	ENSG00000042832
ENSECAG00000018808	ENSG00000042832
ENSECAG00000024191	ENSG00000167632
ENSECAG00000024191	ENSG00000167632
ENSECAG00000001625	ENSG00000196378
ENSECAG00000001625	ENSG00000196378
ENSECAG00000026864	ENSG00000176571
ENSECAG00000000984	ENSG00000172673
ENSECAG00000000985	ENSG00000276953
ENSECAG00000000987	ENSG00000277791
ENSECAG00000000988	ENSG00000135355
ENSECAG00000000989	ENSG00000181499
ENSECAG00000000991	ENSG00000183837
ENSECAG00000000993	ENSG00000146399
ENSECAG00000000996	ENSG00000221944
ENSECAG00000000998	ENSG00000180016
ENSECAG00000000999	ENSG00000136942
ENSECAG00000001002	ENSG00000123307
ENSECAG00000001003	ENSG00000168495
ENSECAG00000001004	ENSG00000125895
ENSECAG00000001005	ENSG00000162039
ENSECAG00000001007	ENSG00000178586
ENSECAG00000001009	ENST00000333973
ENSECAG00000001010	ENSG00000128040
ENSECAG00000001011	ENSG00000228567
ENSECAG00000001012	ENSG00000175701
ENSECAG00000001013	ENSG00000069943
ENSECAG00000001014	ENSG00000108846
ENSECAG00000001015	ENSG00000220550
ENSECAG00000001018	ENSG00000177732
ENSECAG00000001019	ENSG00000196661
ENSECAG00000001020	ENSG00000188124
ENSECAG00000001021	ENSG00000175906
ENSECAG00000001022	ENSG00000145040
ENSECAG00000001023	ENSG00000211598
ENSECAG00000001024	ENSG00000171944
ENSECAG00000001025	ENSG00000121903
ENSECAG00000001027	ENST00000623829
ENSECAG00000001031	ENSG00000186603
ENSECAG00000001032	ENSG00000279906
ENSECAG00000001033	ENSG00000079689
ENSECAG00000001034	ENSG00000141161
ENSECAG00000001035	ENSG00000247315
ENSECAG00000001037	ENSG00000224501
ENSECAG00000001039	ENSG00000155729
ENSECAG00000001041	ENSG00000166451
ENSECAG00000001042	ENSG00000225553
ENSECAG00000001042	ENSG00000225553
ENSECAG00000001043	ENSG00000167005
ENSECAG00000001045	ENSG00000228567
ENSECAG00000001046	ENSG00000177489
ENSECAG00000001048	ENSG00000156508
ENSECAG00000001049	ENSG00000188396
ENSECAG00000001050	ENSG00000157502
ENSECAG00000001051	ENSG00000170605
ENSECAG00000001054	ENSG00000171459
ENSECAG00000001057	ENSG00000130921
ENSECAG00000001058	ENSG00000155465
ENSECAG00000001059	ENSG00000182070
ENSECAG00000001063	ENSG00000131068
ENSECAG00000001064	ENSG00000165731
ENSECAG00000001065	ENSG00000106723
ENSECAG00000001066	ENSG00000136213
ENSECAG00000001068	ENSG00000179178
ENSECAG00000001069	ENSG00000121797
ENSECAG00000001070	ENSG00000275617
ENSECAG00000001072	ENSG00000025708
ENSECAG00000001073	ENSG00000088926
ENSECAG00000001074	ENSG00000099260
ENSECAG00000001075	ENSG00000185475
ENSECAG00000001076	ENSG00000251537
ENSECAG00000001077	ENSG00000228567
ENSECAG00000001079	ENSG00000152315
ENSECAG00000001080	ENSG00000147535
ENSECAG00000001081	ENSG00000262045
ENSECAG00000001082	ENSG00000176748
ENSECAG00000001083	ENSG00000221944
ENSECAG00000001084	ENSG00000009413
ENSECAG00000001085	ENSG00000228567
ENSECAG00000001086	ENSG00000177854
ENSECAG00000001087	ENSG00000163794
ENSECAG00000001088	ENSG00000138709
ENSECAG00000001090	ENSG00000184451
ENSECAG00000001091	ENSG00000009413
ENSECAG00000001094	ENSG00000221813
ENSECAG00000001096	ENSG00000282025
ENSECAG00000001097	ENSG00000197849
ENSECAG00000001098	ENSG00000177380
ENSECAG00000001100	ENSG00000196151
ENSECAG00000001101	ENSG00000080546
ENSECAG00000001106	ENSG00000176774
ENSECAG00000001109	ENSG00000122026
ENSECAG00000001110	ENSG00000086061
ENSECAG00000001111	ENSG00000183979
ENSECAG00000001113	ENSG00000176893
ENSECAG00000001114	ENSG00000121807
ENSECAG00000001116	ENSG00000221944
ENSECAG00000001117	ENSG00000136720
ENSECAG00000001118	ENSG00000196242
ENSECAG00000001119	ENSG00000171467
ENSECAG00000001121	ENSG00000279906
ENSECAG00000001126	ENSG00000178358
ENSECAG00000001128	ENSG00000148219
ENSECAG00000001129	ENSG00000100292
ENSECAG00000001130	ENSG00000188352
ENSECAG00000001131	ENSG00000144230
ENSECAG00000001133	ENSG00000280931
ENSECAG00000001136	ENSG00000147873
ENSECAG00000001137	ENSG00000169717
ENSECAG00000001138	ENSG00000085276
ENSECAG00000001139	ENSG00000188340
ENSECAG00000001140	ENSG00000141552
ENSECAG00000001141	ENSG00000276068
ENSECAG00000001142	ENSG00000125851
ENSECAG00000001145	ENSG00000197497
ENSECAG00000001146	ENSG00000196832
ENSECAG00000001147	ENSG00000177476
ENSECAG00000001148	ENSG00000221944
ENSECAG00000001149	ENSG00000170605
ENSECAG00000001153	ENSG00000172404
ENSECAG00000026829	ENSG00000134049
ENSECAG00000016047	ENSG00000165078
ENSECAG00000016047	ENSG00000165078
ENSECAG00000000236	ENSG00000104408
ENSECAG00000000236	ENSG00000104408
ENSECAG00000001156	ENSG00000007402
ENSECAG00000001158	ENSG00000131828
ENSECAG00000001159	ENSG00000179772
ENSECAG00000001160	ENSG00000187918
ENSECAG00000001163	ENSG00000177212
ENSECAG00000001164	ENSG00000100154
ENSECAG00000001165	ENSG00000163472
ENSECAG00000001169	ENSG00000174667
ENSECAG00000001174	ENSG00000206439
ENSECAG00000001175	ENSG00000009413
ENSECAG00000001177	ENSG00000164850
ENSECAG00000001178	ENSG00000009413
ENSECAG00000001179	ENSG00000176198
ENSECAG00000001180	ENSG00000177700
ENSECAG00000001181	ENSG00000141582
ENSECAG00000001184	ENSG00000176742
ENSECAG00000001187	ENSG00000143294
ENSECAG00000001189	ENSG00000026652
ENSECAG00000001190	ENSG00000127526
ENSECAG00000001192	ENSG00000183864
ENSECAG00000001193	ENSG00000228567
ENSECAG00000001194	ENSG00000170677
ENSECAG00000001195	ENST00000625024
ENSECAG00000001196	ENSG00000129455
ENSECAG00000001197	ENSG00000127863
ENSECAG00000001205	ENSG00000277956
ENSECAG00000001205	ENSG00000277956
ENSECAG00000001205	ENSG00000277956
ENSECAG00000001205	ENSG00000277956
ENSECAG00000001207	ENSG00000196248
ENSECAG00000001208	ENSG00000149609
ENSECAG00000001210	ENSG00000170605
ENSECAG00000001211	ENSG00000178404
ENSECAG00000001212	ENSG00000187612
ENSECAG00000001213	ENSG00000172238
ENSECAG00000001214	ENSG00000121807
ENSECAG00000001215	ENSG00000204954
ENSECAG00000001216	ENSG00000009413
ENSECAG00000001218	ENSG00000280606
ENSECAG00000001219	ENST00000328813
ENSECAG00000001222	ENSG00000171421
ENSECAG00000001223	ENSG00000132026
ENSECAG00000001224	ENSG00000180155
ENSECAG00000001226	ENST00000610605
ENSECAG00000001227	ENSG00000144476
ENSECAG00000001230	ENSG00000248712
ENSECAG00000001231	ENSG00000214107
ENSECAG00000001232	ENSG00000182584
ENSECAG00000001234	ENSG00000144029
ENSECAG00000001235	ENSG00000105197
ENSECAG00000001238	ENSG00000221944
ENSECAG00000001241	ENSG00000228567
ENSECAG00000001243	ENSG00000169627
ENSECAG00000001244	ENSG00000176231
ENSECAG00000001246	ENSG00000177519
ENSECAG00000001247	ENSG00000140941
ENSECAG00000001248	ENSG00000151778
ENSECAG00000026894	ENSG00000176194
ENSECAG00000001250	ENSG00000236981
ENSECAG00000001252	ENSG00000120327
ENSECAG00000001253	ENSG00000196832
ENSECAG00000001258	ENSG00000176022
ENSECAG00000001259	ENSG00000172464
ENSECAG00000001260	ENSG00000176239
ENSECAG00000001261	ENSG00000102854
ENSECAG00000001262	ENSG00000162946
ENSECAG00000001263	ENSG00000154143
ENSECAG00000001265	ENSG00000168569
ENSECAG00000001267	ENSG00000151715
ENSECAG00000001268	ENSG00000179044
ENSECAG00000001271	ENSG00000100632
ENSECAG00000001274	ENSG00000228567
ENSECAG00000001276	ENSG00000162989
ENSECAG00000001278	ENSG00000280808
ENSECAG00000001279	ENSG00000144891
ENSECAG00000001282	ENSG00000183625
ENSECAG00000001285	ENSG00000170605
ENSECAG00000001288	ENSG00000170516
ENSECAG00000001290	ENSG00000157782
ENSECAG00000001293	ENSG00000180016
ENSECAG00000001294	ENSG00000188636
ENSECAG00000001299	ENSG00000183309
ENSECAG00000001300	ENSG00000168615
ENSECAG00000001301	ENSG00000164318
ENSECAG00000001302	ENSG00000181733
ENSECAG00000001304	ENSG00000130731
ENSECAG00000001308	ENSG00000120696
ENSECAG00000001312	ENST00000297468
ENSECAG00000001316	ENSG00000166704
ENSECAG00000001317	ENSG00000179820
ENSECAG00000001318	ENSG00000122042
ENSECAG00000001323	ENST00000625024
ENSECAG00000001324	ENSG00000187608
ENSECAG00000001326	ENSG00000157240
ENSECAG00000001330	ENSG00000148215
ENSECAG00000001331	ENSG00000108255
ENSECAG00000001333	ENSG00000089050
ENSECAG00000001334	ENSG00000114405
ENSECAG00000001335	ENSG00000196341
ENSECAG00000001336	ENSG00000158321
ENSECAG00000001340	ENSG00000176798
ENSECAG00000001342	ENSG00000171222
ENSECAG00000001343	ENSG00000225736
ENSECAG00000001347	ENSG00000164362
ENSECAG00000007607	ENST00000618938
ENSECAG00000007607	ENST00000615556
ENSECAG00000007607	ENST00000618938
ENSECAG00000001357	ENSG00000197376
ENSECAG00000001358	ENSG00000165733
ENSECAG00000001359	ENSG00000129933
ENSECAG00000001360	ENSG00000156709
ENSECAG00000001362	ENST00000623829
ENSECAG00000001367	ENSG00000176490
ENSECAG00000001369	ENSG00000178358
ENSECAG00000001371	ENSG00000177494
ENSECAG00000001372	ENSG00000008056
ENSECAG00000001373	ENSG00000132622
ENSECAG00000001374	ENSG00000169188
ENSECAG00000001374	ENSG00000169188
ENSECAG00000001383	ENSG00000179455
ENSECAG00000001385	ENSG00000100426
ENSECAG00000001386	ENSG00000138100
ENSECAG00000001388	ENSG00000279906
ENSECAG00000001389	ENSG00000198952
ENSECAG00000001391	ENSG00000213638
ENSECAG00000001393	ENSG00000186298
ENSECAG00000001394	ENSG00000197629
ENSECAG00000001398	ENSG00000272674
ENSECAG00000001399	ENSG00000205413
ENSECAG00000001400	ENSG00000179526
ENSECAG00000001401	ENSG00000167531
ENSECAG00000001405	ENSG00000221944
ENSECAG00000001407	ENSG00000198108
ENSECAG00000001408	ENSG00000174667
ENSECAG00000001409	ENSG00000179922
ENSECAG00000001410	ENSG00000165572
ENSECAG00000001411	ENSG00000180921
ENSECAG00000001414	ENSG00000103245
ENSECAG00000001415	ENSG00000143515
ENSECAG00000001418	ENSG00000176383
ENSECAG00000001419	ENSG00000169214
ENSECAG00000001422	ENSG00000113212
ENSECAG00000001424	ENSG00000115468
ENSECAG00000001426	ENSG00000162231
ENSECAG00000001432	ENSG00000196440
ENSECAG00000001434	ENSG00000138483
ENSECAG00000001435	ENSG00000176925
ENSECAG00000001436	ENSG00000164185
ENSECAG00000001437	ENST00000625024
ENSECAG00000001440	ENSG00000130332
ENSECAG00000001441	ENSG00000061938
ENSECAG00000001442	ENSG00000167550
ENSECAG00000001443	ENSG00000111319
ENSECAG00000001444	ENSG00000160469
ENSECAG00000001445	ENSG00000171316
ENSECAG00000001446	ENSG00000280931
ENSECAG00000001447	ENSG00000178201
ENSECAG00000001454	ENSG00000182545
ENSECAG00000001455	ENSG00000174748
ENSECAG00000001456	ENSG00000187240
ENSECAG00000001457	ENSG00000184408
ENSECAG00000001462	ENSG00000170619
ENSECAG00000001463	ENSG00000230907
ENSECAG00000001464	ENSG00000183783
ENSECAG00000001466	ENSG00000021300
ENSECAG00000001467	ENSG00000235025
ENSECAG00000001468	ENSG00000155959
ENSECAG00000001469	ENSG00000124635
ENSECAG00000001471	ENSG00000182782
ENSECAG00000001472	ENSG00000167232
ENSECAG00000001476	ENSG00000167642
ENSECAG00000001478	ENSG00000167825
ENSECAG00000001481	ENSG00000177409
ENSECAG00000001488	ENSG00000174946
ENSECAG00000001490	ENSG00000168124
ENSECAG00000001491	ENSG00000182636
ENSECAG00000001492	ENSG00000172320
ENSECAG00000001495	ENSG00000110104
ENSECAG00000001496	ENSG00000215421
ENSECAG00000001499	ENSG00000163823
ENSECAG00000001500	ENSG00000196787
ENSECAG00000001502	ENSG00000198104
ENSECAG00000001503	ENSG00000156282
ENSECAG00000001508	ENSG00000238243
ENSECAG00000001509	ENSG00000167034
ENSECAG00000001513	ENSG00000198960
ENSECAG00000001514	ENSG00000142089
ENSECAG00000001515	ENSG00000183617
ENSECAG00000001516	ENSG00000196917
ENSECAG00000001521	ENSG00000181693
ENSECAG00000001527	ENSG00000170605
ENSECAG00000001528	ENSG00000198798
ENSECAG00000001531	ENSG00000228567
ENSECAG00000001532	ENSG00000168612
ENSECAG00000001533	ENSG00000174173
ENSECAG00000001537	ENSG00000188558
ENSECAG00000001538	ENSG00000188655
ENSECAG00000001540	ENSG00000188694
ENSECAG00000001545	ENSG00000106025
ENSECAG00000001546	ENSG00000238134
ENSECAG00000001547	ENSG00000185361
ENSECAG00000001548	ENSG00000174667
ENSECAG00000001554	ENSG00000174944
ENSECAG00000001555	ENSG00000169715
ENSECAG00000001560	ENSG00000130489
ENSECAG00000001567	ENSG00000178586
ENSECAG00000001568	ENSG00000167588
ENSECAG00000001569	ENSG00000122584
ENSECAG00000001570	ENSG00000004948
ENSECAG00000001573	ENSG00000112852
ENSECAG00000001574	ENST00000625024
ENSECAG00000001578	ENSG00000167360
ENSECAG00000001580	ENSG00000215790
ENSECAG00000001581	ENSG00000116871
ENSECAG00000001581	ENSG00000116871
ENSECAG00000001582	ENSG00000138767
ENSECAG00000001583	ENSG00000135931
ENSECAG00000001584	ENSG00000113391
ENSECAG00000001587	ENSG00000258102
ENSECAG00000001591	ENSG00000173113
ENSECAG00000001593	ENSG00000188558
ENSECAG00000001596	ENSG00000151500
ENSECAG00000001597	ENSG00000274577
ENSECAG00000001598	ENSG00000068079
ENSECAG00000001599	ENSG00000112306
ENSECAG00000001600	ENSG00000204700
ENSECAG00000001603	ENSG00000242265
ENSECAG00000001604	ENSG00000176495
ENSECAG00000001605	ENSG00000104147
ENSECAG00000001608	ENSG00000197951
ENSECAG00000001609	ENSG00000178750
ENSECAG00000001612	ENSG00000080511
ENSECAG00000001612	ENSG00000080511
ENSECAG00000001613	ENSG00000279906
ENSECAG00000001621	ENSG00000154165
ENSECAG00000007050	ENSG00000091157
ENSECAG00000007050	ENSG00000091157
ENSECAG00000007050	ENSG00000091157
ENSECAG00000001626	ENSG00000122376
ENSECAG00000001627	ENSG00000269858
ENSECAG00000001633	ENSG00000111432
ENSECAG00000001634	ENSG00000205363
ENSECAG00000001639	ENSG00000171054
ENSECAG00000001640	ENSG00000181631
ENSECAG00000001641	ENSG00000130487
ENSECAG00000001643	ENSG00000187486
ENSECAG00000001645	ENSG00000120709
ENSECAG00000001648	ENSG00000102401
ENSECAG00000001649	ENSG00000283652
ENSECAG00000001650	ENSG00000133884
ENSECAG00000001651	ENSG00000141627
ENSECAG00000001651	ENSG00000141627
ENSECAG00000001652	ENSG00000091409
ENSECAG00000001652	ENSG00000091409
ENSECAG00000001653	ENSG00000177084
ENSECAG00000001653	ENSG00000177084
ENSECAG00000001658	ENSG00000174667
ENSECAG00000001660	ENSG00000150477
ENSECAG00000001661	ENSG00000108518
ENSECAG00000001664	ENSG00000197309
ENSECAG00000001665	ENSG00000176925
ENSECAG00000001667	ENSG00000121690
ENSECAG00000001669	ENSG00000167996
ENSECAG00000001674	ENSG00000132801
ENSECAG00000001679	ENSG00000187918
ENSECAG00000001686	ENSG00000173464
ENSECAG00000001687	ENSG00000161610
ENSECAG00000001688	ENSG00000140479
ENSECAG00000001690	ENSG00000197403
ENSECAG00000001694	ENSG00000170605
ENSECAG00000015182	ENSG00000141447
ENSECAG00000015182	ENSG00000141447
ENSECAG00000001698	ENSG00000236981
ENSECAG00000001700	ENSG00000107937
ENSECAG00000001701	ENSG00000258436
ENSECAG00000001702	ENSG00000176925
ENSECAG00000001708	ENSG00000221836
ENSECAG00000001712	ENSG00000166603
ENSECAG00000001713	ENSG00000196242
ENSECAG00000001714	ENSG00000183134
ENSECAG00000001715	ENSG00000256660
ENSECAG00000001718	ENSG00000175806
ENSECAG00000001719	ENSG00000221813
ENSECAG00000001721	ENSG00000281933
ENSECAG00000001722	ENSG00000147383
ENSECAG00000001723	ENSG00000197437
ENSECAG00000001724	ENSG00000165474
ENSECAG00000001726	ENSG00000258102
ENSECAG00000001734	ENSG00000149634
ENSECAG00000001736	ENSG00000181803
ENSECAG00000001740	ENSG00000187650
